"district","neighborhood","year","soc_fac_cultural","soc_fac_sports","soc_avail_sports","soc_primary","soc_avail_primary","soc_special","soc_cito","soc_vocational","soc_higherprof","soc_uni","soc_interaction","soc_involvement"
"K Zuid","Gelderlandpleinbuurt",2016,17,1,"2.high",2,"2.high",0,"4.higher",21,76,148,"2.average","2.average"
"K Zuid","Gelderlandpleinbuurt",2017,16,1,"2.high",2,"2.high",0,"3.mixed",6,62,124,"2.average","1.low"
"K Zuid","Gelderlandpleinbuurt",2018,22,2,"2.high",2,"2.high",0,"4.higher",30,87,180,"2.average","2.average"
"K Zuid","Gelderlandpleinbuurt",2019,21,1,"2.high",2,"2.high",0,"4.higher",13,77,157,"2.average","2.average"
"K Zuid","Gelderlandpleinbuurt",2020,22,1,"2.high",2,"2.high",0,"4.higher",10,79,160,"2.average","2.average"
"K Zuid","Hondecoeterbuurt",2015,14,2,"1.low",1,"2.high",0,"4.higher",35,35,75,"3.pleasant","3.high"
"K Zuid","Hondecoeterbuurt",2016,16,2,"1.low",1,"2.high",0,"4.higher",34,33,81,"3.pleasant","3.high"
"K Zuid","Hondecoeterbuurt",2017,16,2,"1.low",1,"2.high",0,"4.higher",23,22,65,"3.pleasant","3.high"
"K Zuid","Hondecoeterbuurt",2018,20,2,"1.low",1,"2.high",0,"5.university",34,35,94,"3.pleasant","3.high"
"K Zuid","Hondecoeterbuurt",2019,19,2,"1.low",1,"2.high",0,"4.higher",21,28,79,"3.pleasant","3.high"
"K Zuid","Hondecoeterbuurt",2020,20,2,"1.low",1,"2.high",0,"4.higher",20,33,87,"3.pleasant","3.high"
"K Zuid","IJselbuurt Oost",2015,30,3,"1.low",0,"1.low",0,"3.mixed",40,110,180,"2.average","2.average"
"K Zuid","IJselbuurt Oost",2016,32,2,"1.low",0,"2.high",0,"3.mixed",28,101,176,"2.average","2.average"
"K Zuid","IJselbuurt Oost",2017,32,2,"1.low",0,"2.high",0,"3.mixed",18,90,161,"2.average","2.average"
"K Zuid","IJselbuurt Oost",2018,34,2,"1.low",0,"2.high",0,"3.mixed",19,94,171,"2.average","2.average"
"K Zuid","IJselbuurt Oost",2019,37,3,"1.low",0,"2.high",0,"3.mixed",25,105,194,"2.average","2.average"
"K Zuid","IJselbuurt Oost",2020,36,2,"1.low",0,"2.high",0,"3.mixed",11,98,176,"2.average","2.average"
"K Zuid","Lizzy Ansinghbuurt",2015,23,3,"2.high",0,"2.high",0,"4.higher",30,65,100,"2.average","2.average"
"K Zuid","Lizzy Ansinghbuurt",2016,24,3,"2.high",0,"2.high",0,"4.higher",25,60,98,"3.pleasant","2.average"
"K Zuid","Lizzy Ansinghbuurt",2017,26,3,"2.high",0,"2.high",0,"4.higher",25,59,104,"3.pleasant","2.average"
"K Zuid","Lizzy Ansinghbuurt",2018,26,3,"2.high",0,"2.high",0,"4.higher",17,54,95,"3.pleasant","2.average"
"K Zuid","Lizzy Ansinghbuurt",2019,26,3,"1.low",0,"2.high",0,"3.mixed",8,51,87,"2.average","2.average"
"K Zuid","Lizzy Ansinghbuurt",2020,29,3,"1.low",0,"2.high",0,"4.higher",12,60,105,"2.average","2.average"
"K Zuid","Marathonbuurt West",2015,15,1,"2.high",1,"2.high",0,"4.higher",40,60,65,"2.average","2.average"
"K Zuid","Marathonbuurt West",2016,16,1,"2.high",1,"2.high",0,"4.higher",31,59,61,"2.average","2.average"
"K Zuid","Marathonbuurt West",2017,17,1,"2.high",1,"2.high",0,"4.higher",30,56,64,"2.average","2.average"
"K Zuid","Marathonbuurt West",2018,19,2,"2.high",1,"2.high",0,"4.higher",31,60,74,"2.average","2.average"
"K Zuid","Marathonbuurt West",2019,18,1,"2.high",1,"2.high",0,"4.higher",16,51,55,"2.average","2.average"
"K Zuid","Marathonbuurt West",2020,20,2,"2.high",1,"2.high",0,"4.higher",17,58,67,"2.average","2.average"
"K Zuid","Minervabuurt Midden",2015,13,0,"2.high",1,"2.high",0,"4.higher",70,50,95,"2.average","2.average"
"K Zuid","Minervabuurt Midden",2016,13,0,"2.high",1,"2.high",0,"5.university",53,36,91,"3.pleasant","2.average"
"K Zuid","Minervabuurt Midden",2017,17,1,"2.high",1,"2.high",0,"5.university",67,48,124,"3.pleasant","2.average"
"K Zuid","Minervabuurt Midden",2018,18,1,"2.high",1,"2.high",0,"5.university",61,45,121,"3.pleasant","2.average"
"K Zuid","Minervabuurt Midden",2019,17,0,"2.high",1,"2.high",0,"5.university",51,41,109,"3.pleasant","2.average"
"K Zuid","Minervabuurt Midden",2020,19,1,"2.high",1,"2.high",0,"5.university",50,46,118,"3.pleasant","2.average"
"K Zuid","Minervabuurt Zuid",2015,9,0,"2.high",0,"2.high",0,"5.university",90,60,85,"3.pleasant","2.average"
"K Zuid","Minervabuurt Zuid",2016,10,0,"2.high",0,"2.high",0,"5.university",81,51,74,"3.pleasant","2.average"
"K Zuid","Minervabuurt Zuid",2017,12,0,"2.high",0,"2.high",0,"5.university",81,50,81,"3.pleasant","2.average"
"K Zuid","Minervabuurt Zuid",2018,14,0,"2.high",0,"2.high",0,"5.university",86,56,97,"3.pleasant","2.average"
"K Zuid","Minervabuurt Zuid",2019,15,0,"2.high",0,"2.high",0,"5.university",79,56,95,"3.pleasant","2.average"
"K Zuid","Minervabuurt Zuid",2020,15,0,"2.high",0,"2.high",0,"5.university",75,58,97,"3.pleasant","2.average"
"K Zuid","Rijnbuurt Oost",2015,11,1,"2.high",0,"2.high",0,"4.higher",0,103,170,"3.pleasant","2.average"
"K Zuid","Rijnbuurt Oost",2016,13,1,"2.high",0,"2.high",0,"4.higher",0,98,170,"3.pleasant","2.average"
"K Zuid","Rijnbuurt Oost",2017,17,1,"2.high",0,"2.high",0,"4.higher",7,107,196,"3.pleasant","2.average"
"K Zuid","Rijnbuurt Oost",2018,16,1,"2.high",0,"2.high",0,"4.higher",0,98,180,"3.pleasant","2.average"
"K Zuid","Rijnbuurt Oost",2019,18,1,"2.high",0,"2.high",0,"4.higher",0,105,193,"3.pleasant","2.average"
"K Zuid","Rijnbuurt Oost",2020,22,2,"2.high",0,"2.high",0,"4.higher",5,118,220,"3.pleasant","2.average"
"K Zuid","Sarphatiparkbuurt",2015,58,0,"1.low",1,"2.high",0,"4.higher",30,245,405,"3.pleasant","2.average"
"K Zuid","Sarphatiparkbuurt",2016,58,0,"1.low",1,"2.high",0,"4.higher",37,247,447,"3.pleasant","2.average"
"K Zuid","Sarphatiparkbuurt",2017,57,0,"1.low",1,"2.high",0,"4.higher",22,231,422,"3.pleasant","2.average"
"K Zuid","Sarphatiparkbuurt",2018,59,0,"1.low",1,"2.high",0,"4.higher",26,238,438,"3.pleasant","2.average"
"K Zuid","Sarphatiparkbuurt",2019,60,0,"1.low",1,"1.low",0,"4.higher",18,236,432,"3.pleasant","2.average"
"K Zuid","Sarphatiparkbuurt",2020,61,0,"1.low",1,"1.low",0,"4.higher",15,239,436,"3.pleasant","2.average"
"K Zuid","Scheldebuurt Midden",2015,19,2,"1.low",1,"2.high",0,"4.higher",11,118,221,"2.average","2.average"
"K Zuid","Scheldebuurt Midden",2016,23,2,"2.high",1,"2.high",0,"4.higher",18,123,243,"3.pleasant","2.average"
"K Zuid","Scheldebuurt Midden",2017,21,2,"1.low",1,"2.high",0,"4.higher",0,102,205,"2.average","2.average"
"K Zuid","Scheldebuurt Midden",2018,24,2,"1.low",1,"2.high",0,"4.higher",3,111,227,"3.pleasant","2.average"
"K Zuid","Scheldebuurt Midden",2019,25,2,"1.low",1,"2.high",0,"4.higher",0,113,229,"2.average","2.average"
"K Zuid","Scheldebuurt Midden",2020,25,2,"1.low",1,"2.high",0,"4.higher",0,114,228,"2.average","2.average"
"K Zuid","Scheldebuurt Oost",2015,21,2,"1.low",1,"2.high",1,"4.higher",21,58,115,"3.pleasant","2.average"
"K Zuid","Scheldebuurt Oost",2016,24,2,"1.low",1,"2.high",1,"4.higher",20,56,122,"3.pleasant","3.high"
"K Zuid","Scheldebuurt Oost",2017,25,2,"1.low",1,"2.high",1,"4.higher",19,54,125,"3.pleasant","3.high"
"K Zuid","Scheldebuurt Oost",2018,28,2,"2.high",1,"2.high",1,"4.higher",26,62,146,"3.pleasant","3.high"
"K Zuid","Scheldebuurt Oost",2019,28,2,"1.low",1,"2.high",1,"4.higher",14,57,133,"3.pleasant","3.high"
"K Zuid","Scheldebuurt Oost",2020,26,2,"1.low",1,"2.high",1,"4.higher",0,48,111,"3.pleasant","2.average"
"K Zuid","Scheldebuurt West",2015,26,2,"1.low",2,"2.high",0,"4.higher",35,120,265,"3.pleasant","2.average"
"K Zuid","Scheldebuurt West",2016,21,2,"1.low",2,"2.high",0,"4.higher",14,123,241,"3.pleasant","2.average"
"K Zuid","Scheldebuurt West",2017,23,2,"2.high",2,"2.high",0,"4.higher",16,124,251,"3.pleasant","2.average"
"K Zuid","Scheldebuurt West",2018,24,2,"1.low",2,"2.high",0,"4.higher",12,122,250,"3.pleasant","2.average"
"K Zuid","Scheldebuurt West",2019,25,2,"1.low",2,"2.high",0,"4.higher",10,126,257,"3.pleasant","2.average"
"K Zuid","Scheldebuurt West",2020,26,2,"1.low",2,"2.high",0,"4.higher",5,127,258,"3.pleasant","2.average"
"K Zuid","Valeriusbuurt Oost",2015,14,0,"2.high",0,"2.high",1,"5.university",25,187,24,"3.pleasant","2.average"
"K Zuid","Valeriusbuurt Oost",2016,16,0,"2.high",0,"2.high",1,"5.university",24,185,28,"3.pleasant","2.average"
"K Zuid","Valeriusbuurt Oost",2017,17,0,"2.high",0,"2.high",1,"5.university",16,176,19,"3.pleasant","2.average"
"K Zuid","Valeriusbuurt Oost",2018,19,0,"2.high",0,"2.high",1,"5.university",19,182,33,"3.pleasant","2.average"
"K Zuid","Valeriusbuurt Oost",2019,17,0,"1.low",0,"2.high",1,"4.higher",2,172,9,"3.pleasant","2.average"
"K Zuid","Valeriusbuurt Oost",2020,25,1,"2.high",0,"2.high",1,"5.university",30,203,74,"3.pleasant","2.average"
"K Zuid","Valeriusbuurt West",2015,25,3,"2.high",1,"2.high",0,"4.higher",60,35,60,"3.pleasant","2.average"
"K Zuid","Valeriusbuurt West",2016,27,3,"2.high",1,"2.high",0,"4.higher",52,39,91,"3.pleasant","3.high"
"K Zuid","Valeriusbuurt West",2017,26,2,"2.high",1,"2.high",0,"4.higher",35,22,63,"3.pleasant","2.average"
"K Zuid","Valeriusbuurt West",2018,26,2,"1.low",1,"2.high",0,"4.higher",31,21,62,"3.pleasant","2.average"
"K Zuid","Valeriusbuurt West",2019,29,3,"1.low",1,"2.high",0,"4.higher",35,30,80,"3.pleasant","2.average"
"K Zuid","Valeriusbuurt West",2020,30,3,"1.low",1,"2.high",0,"4.higher",34,35,88,"3.pleasant","2.average"
"K Zuid","Van der Helstpleinbuurt",2015,53,3,"1.low",2,"2.high",0,"4.higher",35,125,175,"2.average","2.average"
"K Zuid","Van der Helstpleinbuurt",2016,51,2,"1.low",2,"2.high",0,"4.higher",19,120,171,"2.average","2.average"
"K Zuid","Van der Helstpleinbuurt",2017,54,3,"2.high",2,"2.high",0,"4.higher",27,125,191,"2.average","2.average"
"K Zuid","Van der Helstpleinbuurt",2018,53,2,"1.low",2,"2.high",0,"4.higher",11,114,168,"2.average","2.average"
"K Zuid","Van der Helstpleinbuurt",2019,56,3,"1.low",2,"2.high",0,"4.higher",20,127,196,"2.average","2.average"
"K Zuid","Van der Helstpleinbuurt",2020,58,3,"1.low",2,"2.high",0,"4.higher",18,131,201,"2.average","2.average"
"K Zuid","Van Tuyllbuurt",2015,29,1,"2.high",1,"2.high",0,"4.higher",40,120,195,"3.pleasant","2.average"
"K Zuid","Van Tuyllbuurt",2016,33,1,"2.high",1,"2.high",0,"4.higher",30,127,214,"3.pleasant","2.average"
"K Zuid","Van Tuyllbuurt",2017,35,1,"2.high",1,"2.high",0,"4.higher",32,128,225,"3.pleasant","2.average"
"K Zuid","Van Tuyllbuurt",2018,34,1,"2.high",1,"2.high",0,"4.higher",20,120,208,"3.pleasant","2.average"
"K Zuid","Van Tuyllbuurt",2019,37,1,"2.high",1,"2.high",0,"4.higher",23,128,225,"3.pleasant","2.average"
"K Zuid","Van Tuyllbuurt",2020,37,1,"2.high",1,"2.high",0,"4.higher",16,127,220,"3.pleasant","2.average"
"K Zuid","Westlandgrachtbuurt",2015,26,1,"1.low",2,"2.high",0,"4.higher",24,96,167,"2.average","2.average"
"K Zuid","Westlandgrachtbuurt",2016,26,1,"1.low",2,"2.high",0,"4.higher",12,84,151,"2.average","2.average"
"K Zuid","Westlandgrachtbuurt",2017,30,1,"1.low",2,"2.high",0,"4.higher",23,92,177,"3.pleasant","2.average"
"K Zuid","Westlandgrachtbuurt",2018,30,1,"1.low",2,"2.high",0,"4.higher",12,85,165,"3.pleasant","2.average"
"K Zuid","Westlandgrachtbuurt",2019,31,1,"1.low",2,"2.high",0,"4.higher",9,88,168,"2.average","2.average"
"K Zuid","Westlandgrachtbuurt",2020,33,1,"1.low",2,"2.high",0,"4.higher",9,94,179,"2.average","2.average"
"K Zuid","Wielingenbuurt",2015,17,1,"1.low",0,"2.high",0,"4.higher",30,75,140,"3.pleasant","2.average"
"K Zuid","Wielingenbuurt",2016,18,1,"2.high",0,"2.high",0,"4.higher",59,74,158,"3.pleasant","2.average"
"K Zuid","Wielingenbuurt",2017,19,1,"2.high",0,"2.high",0,"4.higher",51,65,146,"3.pleasant","2.average"
"K Zuid","Wielingenbuurt",2018,20,1,"1.low",0,"2.high",0,"4.higher",47,64,147,"3.pleasant","2.average"
"K Zuid","Wielingenbuurt",2019,21,1,"1.low",0,"2.high",0,"4.higher",47,69,157,"3.pleasant","2.average"
"K Zuid","Wielingenbuurt",2020,22,1,"1.low",0,"2.high",0,"4.higher",43,72,160,"3.pleasant","2.average"
"M Oost","Betondorp",2015,12,0,"1.low",0,"1.low",0,"3.mixed",50,50,35,"2.average","2.average"
"M Oost","Betondorp",2016,12,0,"1.low",0,"1.low",0,"3.mixed",41,35,32,"2.average","2.average"
"M Oost","Betondorp",2017,12,0,"1.low",0,"1.low",0,"3.mixed",39,31,31,"2.average","2.average"
"M Oost","Betondorp",2018,17,1,"2.high",0,"1.low",0,"3.mixed",59,50,73,"2.average","2.average"
"M Oost","Betondorp",2019,17,1,"1.low",0,"1.low",0,"3.mixed",59,54,80,"2.average","2.average"
"M Oost","Betondorp",2020,17,1,"1.low",0,"1.low",0,"3.mixed",54,53,76,"2.average","2.average"
"M Oost","Borneo",2015,34,0,"1.low",1,"2.high",0,"4.higher",35,45,40,"2.average","2.average"
"M Oost","Borneo",2016,35,0,"1.low",1,"2.high",0,"3.mixed",31,31,34,"2.average","2.average"
"M Oost","Borneo",2017,38,0,"1.low",1,"2.high",0,"4.higher",42,38,56,"3.pleasant","2.average"
"M Oost","Borneo",2018,38,0,"1.low",1,"2.high",0,"4.higher",42,39,60,"3.pleasant","2.average"
"M Oost","Borneo",2019,38,0,"1.low",1,"2.high",0,"4.higher",38,39,58,"2.average","2.average"
"M Oost","Borneo",2020,42,1,"1.low",1,"2.high",0,"4.higher",52,56,92,"3.pleasant","2.average"
"M Oost","Dapperbuurt Noord",2015,17,0,"1.low",0,"1.low",0,"3.mixed",75,110,150,"2.average","2.average"
"M Oost","Dapperbuurt Noord",2016,17,0,"1.low",0,"1.low",0,"3.mixed",83,103,145,"2.average","2.average"
"M Oost","Dapperbuurt Noord",2017,20,0,"2.high",0,"2.high",0,"3.mixed",98,113,175,"2.average","2.average"
"M Oost","Dapperbuurt Noord",2018,21,0,"2.high",0,"2.high",0,"3.mixed",100,116,183,"2.average","2.average"
"M Oost","Dapperbuurt Noord",2019,20,0,"1.low",0,"2.high",0,"3.mixed",91,112,172,"2.average","2.average"
"M Oost","Dapperbuurt Noord",2020,22,1,"1.low",0,"2.high",0,"3.mixed",99,123,193,"2.average","2.average"
"M Oost","Dapperbuurt Zuid",2015,31,0,"2.high",1,"2.high",0,"3.mixed",70,145,210,"2.average","2.average"
"M Oost","Dapperbuurt Zuid",2016,31,0,"2.high",1,"2.high",0,"3.mixed",71,136,211,"2.average","2.average"
"M Oost","Dapperbuurt Zuid",2017,34,0,"2.high",1,"2.high",0,"3.mixed",83,144,236,"2.average","2.average"
"M Oost","Dapperbuurt Zuid",2018,33,0,"2.high",1,"2.high",0,"3.mixed",73,135,219,"2.average","2.average"
"M Oost","Dapperbuurt Zuid",2019,35,0,"2.high",1,"2.high",0,"3.mixed",83,148,245,"2.average","2.average"
"M Oost","Dapperbuurt Zuid",2020,35,0,"2.high",1,"2.high",0,"3.mixed",79,149,244,"2.average","2.average"
"M Oost","De Wetbuurt",2015,10,0,"2.high",0,"1.low",0,"4.higher",25,30,35,"3.pleasant","3.high"
"M Oost","De Wetbuurt",2016,12,0,"2.high",0,"1.low",0,"4.higher",16,23,28,"3.pleasant","3.high"
"M Oost","De Wetbuurt",2017,15,0,"2.high",0,"1.low",0,"4.higher",25,28,47,"3.pleasant","3.high"
"M Oost","De Wetbuurt",2018,15,0,"2.high",0,"1.low",0,"4.higher",22,27,46,"3.pleasant","3.high"
"M Oost","De Wetbuurt",2019,15,0,"2.high",0,"1.low",0,"4.higher",20,29,48,"3.pleasant","3.high"
"M Oost","De Wetbuurt",2020,17,1,"2.high",0,"1.low",0,"4.higher",26,38,65,"3.pleasant","3.high"
"M Oost","Don Bosco",2015,15,3,"2.high",0,"2.high",1,"4.higher",30,70,80,"3.pleasant","3.high"
"M Oost","Don Bosco",2016,17,3,"2.high",0,"2.high",1,"4.higher",29,62,94,"3.pleasant","3.high"
"M Oost","Don Bosco",2017,18,3,"2.high",0,"2.high",1,"4.higher",27,58,91,"3.pleasant","3.high"
"M Oost","Don Bosco",2018,17,3,"2.high",0,"2.high",1,"4.higher",17,50,76,"3.pleasant","3.high"
"M Oost","Don Bosco",2019,18,3,"2.high",0,"2.high",1,"4.higher",24,60,95,"3.pleasant","3.high"
"M Oost","Don Bosco",2020,18,3,"2.high",0,"2.high",1,"4.higher",19,59,90,"3.pleasant","3.high"
"M Oost","Haveneiland Noord",2015,7,1,"2.high",2,"1.low",0,"3.mixed",55,30,130,"2.average","2.average"
"M Oost","Haveneiland Noord",2016,8,1,"2.high",2,"2.high",0,"3.mixed",50,26,85,"2.average","2.average"
"M Oost","Haveneiland Noord",2017,8,0,"2.high",2,"2.high",0,"3.mixed",45,19,77,"2.average","2.average"
"M Oost","Haveneiland Noord",2018,12,1,"2.high",2,"2.high",0,"3.mixed",61,34,112,"2.average","2.average"
"M Oost","Haveneiland Noord",2019,11,1,"2.high",2,"2.high",0,"3.mixed",56,34,108,"2.average","2.average"
"M Oost","Haveneiland Noord",2020,13,1,"2.high",2,"2.high",0,"3.mixed",60,42,123,"2.average","2.average"
"M Oost","Haveneiland Noordoost",2015,18,2,"1.low",1,"2.high",1,"3.mixed",125,70,55,"2.average","2.average"
"M Oost","Haveneiland Noordoost",2016,19,2,"1.low",1,"2.high",1,"3.mixed",133,84,50,"2.average","2.average"
"M Oost","Haveneiland Noordoost",2017,21,2,"1.low",1,"2.high",1,"3.mixed",130,80,45,"2.average","2.average"
"M Oost","Haveneiland Noordoost",2018,21,2,"1.low",1,"2.high",1,"3.mixed",131,81,51,"2.average","2.average"
"M Oost","Haveneiland Noordoost",2019,23,3,"1.low",1,"2.high",1,"3.mixed",155,115,80,"2.average","2.average"
"M Oost","Haveneiland Noordoost",2020,26,3,"1.low",1,"2.high",1,"4.higher",151,107,101,"2.average","2.average"
"M Oost","Haveneiland Noordwest",2015,5,1,"2.high",1,"2.high",0,"3.mixed",50,50,35,"2.average","2.average"
"M Oost","Haveneiland Noordwest",2016,5,1,"2.high",1,"2.high",0,"3.mixed",42,40,23,"2.average","2.average"
"M Oost","Haveneiland Noordwest",2017,8,1,"2.high",1,"2.high",0,"3.mixed",53,48,46,"2.average","2.average"
"M Oost","Haveneiland Noordwest",2018,10,1,"2.high",1,"2.high",0,"3.mixed",61,56,65,"2.average","2.average"
"M Oost","Haveneiland Noordwest",2019,8,1,"2.high",1,"2.high",0,"3.mixed",48,47,45,"2.average","2.average"
"M Oost","Haveneiland Noordwest",2020,8,1,"1.low",1,"2.high",0,"3.mixed",43,48,42,"2.average","2.average"
"M Oost","Haveneiland Oost",2015,44,1,"2.high",2,"2.high",0,"4.higher",90,105,60,"2.average","3.high"
"M Oost","Haveneiland Oost",2016,36,0,"2.high",2,"2.high",0,"3.mixed",78,100,42,"2.average","2.average"
"M Oost","Haveneiland Oost",2017,39,1,"2.high",2,"2.high",0,"4.higher",86,104,59,"3.pleasant","3.high"
"M Oost","Haveneiland Oost",2018,38,0,"2.high",2,"2.high",0,"3.mixed",80,100,51,"2.average","3.high"
"M Oost","Haveneiland Oost",2019,41,1,"2.high",2,"2.high",0,"4.higher",90,113,77,"2.average","3.high"
"M Oost","Haveneiland Oost",2020,41,1,"1.low",2,"2.high",0,"3.mixed",88,115,78,"2.average","3.high"
"M Oost","Haveneiland Zuidwest/Rieteiland West",2015,12,0,"2.high",1,"2.high",0,"4.higher",30,50,165,"3.pleasant","3.high"
"M Oost","Haveneiland Zuidwest/Rieteiland West",2016,13,1,"2.high",1,"2.high",0,"4.higher",19,79,102,"3.pleasant","3.high"
"M Oost","Haveneiland Zuidwest/Rieteiland West",2017,15,1,"2.high",1,"2.high",0,"4.higher",26,82,116,"3.pleasant","3.high"
"M Oost","Haveneiland Zuidwest/Rieteiland West",2018,16,1,"2.high",1,"2.high",0,"4.higher",26,83,120,"3.pleasant","3.high"
"M Oost","Haveneiland Zuidwest/Rieteiland West",2019,15,1,"2.high",1,"2.high",0,"4.higher",19,81,114,"3.pleasant","3.high"
"M Oost","Haveneiland Zuidwest/Rieteiland West",2020,16,1,"2.high",1,"2.high",0,"4.higher",22,88,125,"3.pleasant","3.high"
"M Oost","Java-eiland",2015,26,3,"1.low",1,"2.high",0,"4.higher",30,40,45,"3.pleasant","2.average"
"M Oost","Java-eiland",2016,26,2,"1.low",1,"2.high",0,"4.higher",20,29,40,"3.pleasant","2.average"
"M Oost","Java-eiland",2017,29,3,"1.low",1,"2.high",0,"4.higher",27,33,55,"3.pleasant","3.high"
"M Oost","Java-eiland",2018,26,2,"1.low",1,"2.high",0,"4.higher",10,19,27,"3.pleasant","2.average"
"M Oost","Java-eiland",2019,28,2,"1.low",1,"2.high",0,"4.higher",17,28,46,"3.pleasant","2.average"
"M Oost","Java-eiland",2020,30,3,"1.low",1,"2.high",0,"4.higher",23,38,63,"3.pleasant","2.average"
"M Oost","KNSM-eiland",2015,29,3,"1.low",0,"2.high",0,"3.mixed",30,40,35,"3.pleasant","2.average"
"M Oost","KNSM-eiland",2016,30,3,"1.low",0,"2.high",0,"4.higher",24,38,41,"3.pleasant","2.average"
"M Oost","KNSM-eiland",2017,30,3,"1.low",0,"2.high",0,"4.higher",20,32,36,"3.pleasant","2.average"
"M Oost","KNSM-eiland",2018,32,3,"1.low",0,"2.high",0,"4.higher",27,39,53,"3.pleasant","2.average"
"M Oost","KNSM-eiland",2019,34,4,"1.low",0,"2.high",0,"4.higher",34,49,71,"3.pleasant","2.average"
"M Oost","KNSM-eiland",2020,35,4,"1.low",0,"2.high",0,"4.higher",37,56,84,"3.pleasant","2.average"
"M Oost","Linnaeusparkbuurt",2015,25,2,"2.high",2,"2.high",0,"4.higher",100,60,75,"3.pleasant","3.high"
"M Oost","Linnaeusparkbuurt",2016,24,2,"2.high",2,"2.high",0,"4.higher",80,56,88,"3.pleasant","3.high"
"M Oost","Linnaeusparkbuurt",2017,24,2,"2.high",2,"2.high",0,"4.higher",74,48,78,"3.pleasant","3.high"
"M Oost","Linnaeusparkbuurt",2018,26,2,"2.high",2,"2.high",0,"4.higher",79,53,91,"3.pleasant","3.high"
"M Oost","Linnaeusparkbuurt",2019,26,2,"2.high",2,"2.high",0,"4.higher",79,57,97,"3.pleasant","3.high"
"M Oost","Linnaeusparkbuurt",2020,29,3,"2.high",2,"2.high",0,"5.university",88,70,121,"3.pleasant","3.high"
"M Oost","Middenmeer Noord",2015,31,2,"2.high",2,"2.high",0,"4.higher",30,90,145,"3.pleasant","3.high"
"M Oost","Middenmeer Noord",2016,32,1,"2.high",2,"2.high",0,"4.higher",24,86,125,"3.pleasant","3.high"
"M Oost","Middenmeer Noord",2017,36,2,"2.high",2,"2.high",0,"4.higher",38,96,153,"3.pleasant","3.high"
"M Oost","Middenmeer Noord",2018,33,1,"2.high",2,"2.high",0,"4.higher",22,82,125,"3.pleasant","3.high"
"M Oost","Middenmeer Noord",2019,36,2,"2.high",2,"2.high",0,"4.higher",32,95,151,"3.pleasant","3.high"
"M Oost","Middenmeer Noord",2020,40,3,"2.high",2,"2.high",0,"4.higher",48,115,189,"3.pleasant","3.high"
"M Oost","Middenmeer Zuid",2015,42,2,"2.high",0,"2.high",1,"4.higher",35,130,215,"3.pleasant","3.high"
"M Oost","Middenmeer Zuid",2016,46,1,"2.high",0,"2.high",1,"4.higher",44,132,216,"3.pleasant","3.high"
"M Oost","Middenmeer Zuid",2017,45,1,"2.high",0,"2.high",1,"4.higher",36,122,201,"3.pleasant","3.high"
"M Oost","Middenmeer Zuid",2018,46,1,"2.high",0,"2.high",1,"4.higher",35,122,203,"3.pleasant","3.high"
"M Oost","Middenmeer Zuid",2019,46,1,"2.high",0,"2.high",1,"4.higher",34,125,207,"3.pleasant","3.high"
"M Oost","Middenmeer Zuid",2020,49,2,"2.high",0,"2.high",1,"4.higher",41,136,228,"3.pleasant","3.high"
"M Oost","Noordoostkwadrant Indische Buurt",2015,34,0,"2.high",2,"2.high",0,"3.mixed",130,175,165,"2.average","2.average"
"M Oost","Noordoostkwadrant Indische Buurt",2016,29,0,"2.high",2,"2.high",0,"3.mixed",141,173,153,"2.average","1.low"
"M Oost","Noordoostkwadrant Indische Buurt",2017,32,1,"2.high",2,"2.high",0,"3.mixed",151,179,173,"2.average","2.average"
"M Oost","Noordoostkwadrant Indische Buurt",2018,32,1,"2.high",2,"2.high",0,"3.mixed",149,179,175,"2.average","2.average"
"M Oost","Noordoostkwadrant Indische Buurt",2019,35,1,"2.high",2,"2.high",0,"3.mixed",159,191,199,"2.average","2.average"
"M Oost","Noordoostkwadrant Indische Buurt",2020,32,1,"1.low",2,"1.low",0,"3.mixed",141,180,171,"1.unpleasant","1.low"
"M Oost","Noordwestkwadrant Indische Buurt Noord",2015,36,2,"1.low",1,"1.low",0,"3.mixed",65,95,225,"2.average","2.average"
"M Oost","Noordwestkwadrant Indische Buurt Noord",2016,38,2,"1.low",1,"1.low",0,"3.mixed",61,105,218,"2.average","2.average"
"M Oost","Noordwestkwadrant Indische Buurt Noord",2017,39,2,"1.low",1,"1.low",0,"3.mixed",62,103,221,"2.average","2.average"
"M Oost","Noordwestkwadrant Indische Buurt Noord",2018,38,2,"1.low",1,"1.low",0,"3.mixed",52,95,206,"2.average","2.average"
"M Oost","Noordwestkwadrant Indische Buurt Noord",2019,40,2,"1.low",1,"1.low",0,"3.mixed",58,104,223,"2.average","2.average"
"M Oost","Noordwestkwadrant Indische Buurt Noord",2020,42,3,"1.low",1,"1.low",0,"3.mixed",69,118,250,"2.average","2.average"
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2015,58,2,"1.low",0,"1.low",0,"3.mixed",95,195,245,"2.average","2.average"
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2016,61,2,"2.high",0,"2.high",0,"3.mixed",105,205,297,"2.average","2.average"
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2017,61,2,"2.high",0,"2.high",0,"3.mixed",99,197,288,"2.average","2.average"
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2018,61,2,"2.high",0,"2.high",0,"3.mixed",97,196,288,"2.average","2.average"
