"district","neighborhood","year","soc_fac_cultural","soc_fac_sports","soc_avail_sports","soc_primary","soc_avail_primary","soc_special","soc_cito","soc_vocational","soc_higherprof","soc_uni","soc_interaction","soc_involvement"
"F Nieuw-West","De Punt",2015,9,1,"1.low",2,"2.high",1,"3.mixed",170,195,115,"1.unpleasant","1.low"
"F Nieuw-West","De Punt",2016,9,1,"1.low",2,"2.high",1,"3.mixed",161,186,101,"1.unpleasant","1.low"
"F Nieuw-West","De Punt",2017,9,1,"1.low",2,"2.high",1,"3.mixed",165,210,115,"2.average","1.low"
"F Nieuw-West","De Punt",2018,11,1,"1.low",2,"2.high",1,"3.mixed",163,190,103,"1.unpleasant","1.low"
"F Nieuw-West","De Punt",2019,12,1,"1.low",2,"2.high",1,"3.mixed",175,215,125,"1.unpleasant","1.low"
"F Nieuw-West","De Punt",2020,12,1,"1.low",2,"1.low",1,"3.mixed",164,203,112,"1.unpleasant","1.low"
"F Nieuw-West","Delflandpleinbuurt West",2015,12,0,"1.low",1,"1.low",0,"3.mixed",60,70,80,"1.unpleasant","1.low"
"F Nieuw-West","Delflandpleinbuurt West",2016,13,0,"1.low",1,"1.low",0,"3.mixed",56,66,73,"1.unpleasant","1.low"
"F Nieuw-West","Delflandpleinbuurt West",2017,13,0,"1.low",1,"1.low",0,"3.mixed",53,62,65,"1.unpleasant","1.low"
"F Nieuw-West","Delflandpleinbuurt West",2018,16,0,"1.low",1,"1.low",0,"4.higher",65,77,90,"2.average","1.low"
"F Nieuw-West","Delflandpleinbuurt West",2019,14,0,"1.low",1,"1.low",0,"3.mixed",55,74,73,"1.unpleasant","1.low"
"F Nieuw-West","Delflandpleinbuurt West",2020,18,1,"1.low",1,"1.low",0,"4.higher",73,96,112,"1.unpleasant","1.low"
"F Nieuw-West","Emanuel van Meterenbuurt",2015,10,2,"1.low",1,"2.high",0,"3.mixed",30,40,25,"2.average","2.average"
"F Nieuw-West","Emanuel van Meterenbuurt",2016,10,1,"1.low",1,"2.high",0,"4.higher",21,42,22,"2.average","2.average"
"F Nieuw-West","Emanuel van Meterenbuurt",2017,12,2,"1.low",1,"2.high",0,"4.higher",29,48,35,"2.average","2.average"
"F Nieuw-West","Emanuel van Meterenbuurt",2018,13,2,"1.low",1,"2.high",0,"4.higher",31,54,42,"2.average","2.average"
"F Nieuw-West","Emanuel van Meterenbuurt",2019,11,1,"1.low",1,"2.high",0,"3.mixed",18,48,19,"2.average","2.average"
"F Nieuw-West","Emanuel van Meterenbuurt",2020,14,2,"1.low",1,"2.high",0,"4.higher",32,66,49,"2.average","2.average"
"F Nieuw-West","Jacob Geelbuurt",2015,14,1,"1.low",2,"2.high",0,"2.middle",135,115,50,"1.unpleasant","1.low"
"F Nieuw-West","Jacob Geelbuurt",2016,16,1,"1.low",2,"2.high",0,"3.mixed",138,118,60,"1.unpleasant","1.low"
"F Nieuw-West","Jacob Geelbuurt",2017,16,1,"1.low",2,"2.high",0,"3.mixed",136,115,54,"1.unpleasant","1.low"
"F Nieuw-West","Jacob Geelbuurt",2018,15,0,"1.low",2,"2.high",0,"3.mixed",127,110,38,"1.unpleasant","1.low"
"F Nieuw-West","Jacob Geelbuurt",2019,16,0,"1.low",2,"1.low",0,"3.mixed",127,117,42,"1.unpleasant","1.low"
"F Nieuw-West","Jacob Geelbuurt",2020,15,0,"1.low",2,"1.low",0,"2.middle",124,120,38,"1.unpleasant","1.low"
"F Nieuw-West","Jacques Veldmanbuurt",2015,12,0,"1.low",0,"1.low",0,"3.mixed",60,80,75,"1.unpleasant","1.low"
"F Nieuw-West","Jacques Veldmanbuurt",2016,11,0,"1.low",0,"1.low",0,"3.mixed",65,70,77,"2.average","1.low"
"F Nieuw-West","Jacques Veldmanbuurt",2017,12,0,"1.low",0,"1.low",0,"3.mixed",70,74,85,"2.average","1.low"
"F Nieuw-West","Jacques Veldmanbuurt",2018,14,0,"1.low",0,"1.low",0,"3.mixed",75,82,97,"2.average","2.average"
"F Nieuw-West","Jacques Veldmanbuurt",2019,12,0,"1.low",0,"1.low",0,"2.middle",64,78,78,"1.unpleasant","1.low"
"F Nieuw-West","Jacques Veldmanbuurt",2020,15,0,"1.low",0,"1.low",0,"3.mixed",72,92,97,"1.unpleasant","1.low"
"F Nieuw-West","Louis Chrispijnbuurt",2015,2,0,"1.low",1,"1.low",0,"4.higher",100,100,75,"2.average","2.average"
"F Nieuw-West","Louis Chrispijnbuurt",2016,8,0,"1.low",1,"2.high",0,"3.mixed",102,104,81,"2.average","2.average"
"F Nieuw-West","Louis Chrispijnbuurt",2017,9,0,"1.low",1,"2.high",0,"3.mixed",106,107,87,"2.average","2.average"
"F Nieuw-West","Louis Chrispijnbuurt",2018,7,0,"1.low",1,"2.high",0,"3.mixed",91,97,60,"2.average","2.average"
"F Nieuw-West","Louis Chrispijnbuurt",2019,9,0,"1.low",1,"2.high",0,"3.mixed",98,109,76,"2.average","2.average"
"F Nieuw-West","Louis Chrispijnbuurt",2020,10,0,"1.low",1,"1.low",0,"3.mixed",101,118,85,"2.average","2.average"
"F Nieuw-West","Meer en Oever",2015,6,2,"2.high",0,"1.low",1,"3.mixed",55,70,35,"2.average","2.average"
"F Nieuw-West","Meer en Oever",2016,8,2,"2.high",0,"1.low",1,"3.mixed",55,78,48,"2.average","2.average"
"F Nieuw-West","Meer en Oever",2017,8,2,"2.high",0,"1.low",1,"3.mixed",51,73,38,"2.average","2.average"
"F Nieuw-West","Meer en Oever",2018,8,2,"2.high",0,"1.low",1,"3.mixed",47,73,31,"2.average","2.average"
"F Nieuw-West","Meer en Oever",2019,9,2,"2.high",0,"1.low",1,"3.mixed",47,79,35,"2.average","2.average"
"F Nieuw-West","Meer en Oever",2020,10,2,"2.high",0,"1.low",1,"3.mixed",54,92,51,"2.average","2.average"
"F Nieuw-West","Middelveldsche Akerpolder",2015,5,1,"1.low",0,"2.high",0,"3.mixed",85,100,45,"2.average","2.average"
"F Nieuw-West","Middelveldsche Akerpolder",2016,9,1,"1.low",0,"2.high",0,"3.mixed",107,109,62,"2.average","1.low"
"F Nieuw-West","Middelveldsche Akerpolder",2017,7,0,"1.low",0,"2.high",0,"3.mixed",91,94,29,"1.unpleasant","1.low"
"F Nieuw-West","Middelveldsche Akerpolder",2018,6,0,"1.low",0,"1.low",0,"3.mixed",86,92,18,"1.unpleasant","1.low"
"F Nieuw-West","Middelveldsche Akerpolder",2019,9,1,"1.low",0,"1.low",0,"3.mixed",99,111,48,"1.unpleasant","1.low"
"F Nieuw-West","Middelveldsche Akerpolder",2020,8,0,"1.low",0,"1.low",0,"3.mixed",89,108,31,"1.unpleasant","1.low"
"F Nieuw-West","Nieuw Sloten Noordoost",2015,10,2,"1.low",1,"2.high",0,"4.higher",80,75,50,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Noordoost",2016,10,1,"1.low",1,"2.high",0,"3.mixed",76,79,44,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Noordoost",2017,12,1,"1.low",1,"2.high",0,"3.mixed",83,85,56,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Noordoost",2018,12,1,"1.low",1,"2.high",0,"3.mixed",82,87,56,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Noordoost",2019,13,2,"1.low",1,"2.high",0,"3.mixed",85,96,64,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Noordoost",2020,17,2,"1.low",1,"2.high",0,"3.mixed",98,115,94,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Noordwest",2015,6,0,"1.low",1,"2.high",0,"3.mixed",115,100,55,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Noordwest",2016,7,0,"2.high",0,"2.high",0,"3.mixed",111,102,58,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Noordwest",2017,8,0,"2.high",0,"2.high",0,"3.mixed",111,101,55,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Noordwest",2018,9,0,"1.low",0,"2.high",0,"3.mixed",115,108,64,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Noordwest",2019,8,0,"1.low",0,"2.high",0,"3.mixed",105,105,48,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Noordwest",2020,10,0,"1.low",1,"2.high",0,"3.mixed",113,118,66,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Zuidoost",2015,3,0,"2.high",1,"2.high",0,"3.mixed",70,40,35,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Zuidoost",2016,3,0,"2.high",1,"2.high",0,"3.mixed",63,34,23,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Zuidoost",2017,6,0,"2.high",1,"2.high",0,"3.mixed",74,42,42,"3.pleasant","2.average"
"F Nieuw-West","Nieuw Sloten Zuidoost",2018,5,0,"2.high",1,"2.high",0,"3.mixed",66,38,27,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Zuidoost",2019,8,0,"2.high",1,"2.high",0,"3.mixed",80,57,58,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Zuidoost",2020,5,0,"1.low",1,"1.low",0,"3.mixed",63,47,27,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Zuidwest",2015,7,0,"1.low",0,"2.high",0,"4.higher",65,75,55,"2.average","2.average"
"F Nieuw-West","Nieuw Sloten Zuidwest",2016,8,0,"2.high",0,"2.high",0,"4.higher",65,83,63,"3.pleasant","2.average"
"F Nieuw-West","Nieuw Sloten Zuidwest",2017,10,0,"2.high",0,"2.high",0,"4.higher",73,89,76,"3.pleasant","2.average"
"F Nieuw-West","Nieuw Sloten Zuidwest",2018,11,0,"2.high",0,"2.high",0,"4.higher",71,91,73,"3.pleasant","2.average"
"F Nieuw-West","Nieuw Sloten Zuidwest",2019,11,0,"1.low",0,"2.high",0,"4.higher",72,97,78,"3.pleasant","2.average"
"F Nieuw-West","Nieuw Sloten Zuidwest",2020,12,0,"1.low",0,"2.high",0,"4.higher",72,104,81,"2.average","2.average"
"F Nieuw-West","Noordoever Sloterplas",2015,6,1,"2.high",0,"1.low",0,"3.mixed",60,105,80,"2.average","2.average"
"F Nieuw-West","Noordoever Sloterplas",2016,8,1,"2.high",0,"1.low",0,"3.mixed",55,103,77,"2.average","2.average"
"F Nieuw-West","Noordoever Sloterplas",2017,7,1,"1.low",0,"1.low",0,"3.mixed",43,91,52,"2.average","2.average"
"F Nieuw-West","Noordoever Sloterplas",2018,10,2,"2.high",0,"1.low",0,"3.mixed",59,109,86,"2.average","2.average"
"F Nieuw-West","Noordoever Sloterplas",2019,8,1,"1.low",0,"1.low",0,"3.mixed",44,102,59,"2.average","2.average"
"F Nieuw-West","Noordoever Sloterplas",2020,11,2,"1.low",0,"1.low",0,"3.mixed",55,118,83,"2.average","2.average"
"F Nieuw-West","Oostoever Sloterplas",2015,5,0,"1.low",0,"1.low",0,"4.higher",45,50,50,"2.average","2.average"
"F Nieuw-West","Oostoever Sloterplas",2016,7,0,"1.low",0,"1.low",0,"4.higher",37,50,52,"3.pleasant","2.average"
"F Nieuw-West","Oostoever Sloterplas",2017,8,0,"1.low",0,"1.low",0,"4.higher",38,51,53,"3.pleasant","2.average"
"F Nieuw-West","Oostoever Sloterplas",2018,9,0,"1.low",0,"1.low",0,"4.higher",41,56,59,"3.pleasant","2.average"
"F Nieuw-West","Oostoever Sloterplas",2019,9,0,"1.low",0,"1.low",0,"4.higher",38,59,55,"2.average","2.average"
"F Nieuw-West","Oostoever Sloterplas",2020,11,0,"1.low",0,"1.low",0,"4.higher",43,70,69,"2.average","2.average"
"F Nieuw-West","Osdorp Midden Noord",2015,2,0,"1.low",2,"1.low",0,"2.middle",130,130,65,"1.unpleasant","1.low"
"F Nieuw-West","Osdorp Midden Noord",2016,5,0,"1.low",2,"2.high",0,"3.mixed",138,108,66,"1.unpleasant","1.low"
"F Nieuw-West","Osdorp Midden Noord",2017,5,0,"1.low",2,"1.low",0,"3.mixed",130,100,49,"1.unpleasant","1.low"
"F Nieuw-West","Osdorp Midden Noord",2018,7,0,"1.low",2,"1.low",0,"3.mixed",142,114,73,"2.average","1.low"
"F Nieuw-West","Osdorp Midden Noord",2019,5,0,"1.low",2,"1.low",0,"3.mixed",129,108,49,"1.unpleasant","1.low"
"F Nieuw-West","Osdorp Midden Noord",2020,5,0,"1.low",2,"1.low",0,"3.mixed",127,112,48,"1.unpleasant","1.low"
"F Nieuw-West","Osdorp Midden Zuid",2015,3,0,"2.high",0,"2.high",0,"2.middle",95,60,25,"1.unpleasant","1.low"
"F Nieuw-West","Osdorp Midden Zuid",2016,7,0,"2.high",0,"2.high",0,"3.mixed",93,58,26,"1.unpleasant","1.low"
"F Nieuw-West","Osdorp Midden Zuid",2017,8,0,"2.high",0,"2.high",0,"3.mixed",96,60,30,"1.unpleasant","1.low"
"F Nieuw-West","Osdorp Midden Zuid",2018,6,0,"1.low",0,"2.high",0,"3.mixed",83,52,6,"1.unpleasant","1.low"
"F Nieuw-West","Osdorp Midden Zuid",2019,9,0,"1.low",0,"2.high",0,"3.mixed",95,68,31,"1.unpleasant","1.low"
"F Nieuw-West","Osdorp Midden Zuid",2020,7,0,"1.low",0,"1.low",0,"2.middle",83,63,11,"1.unpleasant","1.low"
"F Nieuw-West","Osdorp Zuidoost",2015,9,1,"2.high",2,"2.high",2,"3.mixed",75,190,170,"2.average","2.average"
"F Nieuw-West","Osdorp Zuidoost",2016,10,1,"2.high",2,"2.high",2,"3.mixed",88,193,182,"2.average","2.average"
"F Nieuw-West","Osdorp Zuidoost",2017,8,0,"2.high",2,"2.high",2,"3.mixed",90,185,170,"2.average","2.average"
"F Nieuw-West","Osdorp Zuidoost",2018,11,1,"2.high",2,"2.high",2,"3.mixed",85,193,176,"2.average","2.average"
"F Nieuw-West","Osdorp Zuidoost",2019,9,0,"1.low",2,"1.low",2,"3.mixed",76,190,161,"1.unpleasant","1.low"
"F Nieuw-West","Osdorp Zuidoost",2020,11,1,"1.low",2,"1.low",2,"3.mixed",83,203,178,"1.unpleasant","1.low"
"F Nieuw-West","Osdorpplein e.o.",2015,11,1,"1.low",0,"2.high",0,"3.mixed",75,95,50,"1.unpleasant","1.low"
"F Nieuw-West","Osdorpplein e.o.",2016,14,1,"1.low",0,"2.high",0,"3.mixed",96,109,70,"1.unpleasant","1.low"
"F Nieuw-West","Osdorpplein e.o.",2017,13,1,"1.low",0,"1.low",0,"3.mixed",88,100,51,"1.unpleasant","1.low"
"F Nieuw-West","Osdorpplein e.o.",2018,16,1,"1.low",0,"2.high",0,"3.mixed",98,113,73,"1.unpleasant","1.low"
"F Nieuw-West","Osdorpplein e.o.",2019,15,1,"1.low",0,"1.low",0,"3.mixed",91,113,62,"1.unpleasant","1.low"
"F Nieuw-West","Osdorpplein e.o.",2020,17,1,"1.low",0,"1.low",0,"3.mixed",99,126,80,"1.unpleasant","1.low"
"F Nieuw-West","Overtoomse Veld Noord",2015,7,3,"1.low",1,"1.low",1,"2.middle",275,205,110,"2.average","1.low"
"F Nieuw-West","Overtoomse Veld Noord",2016,10,2,"1.low",1,"1.low",1,"3.mixed",264,190,97,"1.unpleasant","1.low"
"F Nieuw-West","Overtoomse Veld Noord",2017,13,3,"1.low",1,"1.low",1,"3.mixed",260,185,100,"2.average","2.average"
"F Nieuw-West","Overtoomse Veld Noord",2018,11,2,"1.low",1,"1.low",1,"3.mixed",264,193,97,"1.unpleasant","1.low"
"F Nieuw-West","Overtoomse Veld Noord",2019,14,2,"1.low",2,"1.low",1,"3.mixed",245,205,120,"1.unpleasant","1.low"
"F Nieuw-West","Overtoomse Veld Noord",2020,14,2,"1.low",1,"1.low",1,"2.middle",272,212,118,"1.unpleasant","1.low"
"F Nieuw-West","Overtoomse Veld Zuid",2015,10,1,"1.low",2,"2.high",5,"3.mixed",90,110,95,"1.unpleasant","1.low"
"F Nieuw-West","Overtoomse Veld Zuid",2016,13,2,"1.low",1,"2.high",4,"3.mixed",102,115,97,"1.unpleasant","1.low"
"F Nieuw-West","Overtoomse Veld Zuid",2017,11,2,"1.low",1,"2.high",4,"3.mixed",100,135,110,"2.average","2.average"
"F Nieuw-West","Overtoomse Veld Zuid",2018,15,2,"1.low",1,"2.high",4,"3.mixed",106,121,104,"1.unpleasant","1.low"
"F Nieuw-West","Overtoomse Veld Zuid",2019,20,2,"1.low",1,"2.high",4,"2.middle",100,120,110,"2.average","1.low"
"F Nieuw-West","Overtoomse Veld Zuid",2020,17,2,"1.low",1,"1.low",4,"2.middle",109,136,116,"1.unpleasant","1.low"
"F Nieuw-West","Slotermeer Zuid",2015,6,0,"1.low",2,"2.high",0,"1.basic",100,125,170,"1.unpleasant","1.low"
"F Nieuw-West","Slotermeer Zuid",2016,9,0,"1.low",2,"1.low",0,"2.middle",94,122,153,"1.unpleasant","1.low"
"F Nieuw-West","Slotermeer Zuid",2017,10,0,"1.low",2,"2.high",0,"2.middle",97,124,158,"1.unpleasant","1.low"
"F Nieuw-West","Slotermeer Zuid",2018,10,0,"1.low",2,"1.low",0,"2.middle",95,126,155,"1.unpleasant","1.low"
"F Nieuw-West","Slotermeer Zuid",2019,12,0,"1.low",2,"1.low",0,"2.middle",101,137,169,"1.unpleasant","1.low"
"F Nieuw-West","Slotermeer Zuid",2020,12,0,"1.low",2,"1.low",0,"2.middle",98,140,166,"1.unpleasant","1.low"
"F Nieuw-West","Staalmanbuurt",2015,9,0,"1.low",1,"1.low",0,"2.middle",125,65,35,"2.average","2.average"
"F Nieuw-West","Staalmanbuurt",2016,7,0,"1.low",1,"1.low",0,"2.middle",109,80,43,"1.unpleasant","1.low"
"F Nieuw-West","Staalmanbuurt",2017,9,0,"1.low",1,"1.low",0,"2.middle",120,89,63,"2.average","2.average"
"F Nieuw-West","Staalmanbuurt",2018,9,0,"1.low",1,"1.low",0,"2.middle",115,88,55,"1.unpleasant","1.low"
"F Nieuw-West","Staalmanbuurt",2019,12,0,"1.low",1,"1.low",0,"2.middle",125,103,77,"2.average","2.average"
"F Nieuw-West","Staalmanbuurt",2020,11,0,"1.low",1,"1.low",0,"2.middle",122,106,73,"1.unpleasant","1.low"
"F Nieuw-West","Wildeman",2015,6,0,"1.low",1,"2.high",0,"2.middle",160,130,35,"2.average","1.low"
"F Nieuw-West","Wildeman",2016,8,0,"2.high",1,"2.high",0,"3.mixed",155,128,42,"2.average","2.average"
"F Nieuw-West","Wildeman",2017,8,0,"2.high",1,"2.high",0,"3.mixed",152,124,35,"2.average","2.average"
"F Nieuw-West","Wildeman",2018,9,0,"2.high",1,"2.high",0,"3.mixed",154,129,38,"2.average","2.average"
"F Nieuw-West","Wildeman",2019,10,0,"1.low",1,"1.low",0,"3.mixed",155,136,44,"2.average","2.average"
"F Nieuw-West","Wildeman",2020,10,0,"1.low",1,"1.low",0,"3.mixed",153,140,42,"1.unpleasant","2.average"
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2015,6,0,"2.high",2,"2.high",0,"3.mixed",100,140,80,"2.average","1.low"
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2016,5,0,"2.high",2,"2.high",0,"3.mixed",101,127,52,"1.unpleasant","1.low"
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2017,8,0,"2.high",2,"2.high",0,"3.mixed",109,134,66,"2.average","1.low"
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2018,8,0,"2.high",2,"2.high",0,"3.mixed",110,138,68,"2.average","1.low"
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2019,10,0,"2.high",2,"2.high",0,"3.mixed",113,147,78,"1.unpleasant","1.low"
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2020,10,0,"1.low",2,"2.high",0,"3.mixed",110,150,74,"1.unpleasant","1.low"
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2015,12,2,"1.low",1,"2.high",0,"3.mixed",210,200,80,"1.unpleasant","1.low"
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2016,16,2,"2.high",1,"2.high",0,"3.mixed",222,201,98,"2.average","1.low"
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2017,16,2,"2.high",1,"2.high",0,"3.mixed",222,201,96,"2.average","1.low"
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2018,14,1,"1.low",1,"1.low",0,"3.mixed",208,191,70,"1.unpleasant","1.low"
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2019,15,1,"1.low",1,"1.low",0,"3.mixed",210,199,76,"1.unpleasant","1.low"
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2020,15,2,"1.low",1,"1.low",0,"3.mixed",210,205,79,"1.unpleasant","1.low"
"K Zuid","Buitenveldert Midden Zuid",2015,17,1,"2.high",3,"2.high",1,"4.higher",35,95,155,"2.average","2.average"
"K Zuid","Buitenveldert Midden Zuid",2016,15,1,"2.high",3,"2.high",1,"4.higher",37,84,155,"2.average","2.average"
"K Zuid","Buitenveldert Midden Zuid",2017,14,1,"2.high",3,"2.high",1,"4.higher",45,80,150,"2.average","2.average"
"K Zuid","Buitenveldert Midden Zuid",2018,19,1,"2.high",3,"2.high",1,"4.higher",40,89,174,"2.average","2.average"
"K Zuid","Buitenveldert Midden Zuid",2019,15,1,"2.high",3,"2.high",1,"4.higher",40,95,175,"2.average","2.average"
"K Zuid","Buitenveldert Midden Zuid",2020,19,1,"1.low",3,"2.high",1,"3.mixed",21,82,157,"2.average","2.average"
"K Zuid","Buitenveldert Oost Midden",2015,15,1,"2.high",0,"2.high",0,"3.mixed",40,45,70,"2.average","2.average"
"K Zuid","Buitenveldert Oost Midden",2016,19,2,"2.high",0,"2.high",0,"3.mixed",36,47,88,"3.pleasant","2.average"
"K Zuid","Buitenveldert Oost Midden",2017,19,2,"2.high",0,"2.high",0,"3.mixed",27,38,76,"2.average","2.average"
"K Zuid","Buitenveldert Oost Midden",2018,18,1,"2.high",0,"2.high",0,"3.mixed",16,31,63,"2.average","2.average"
"K Zuid","Buitenveldert Oost Midden",2019,20,1,"2.high",0,"2.high",0,"3.mixed",14,35,69,"2.average","2.average"
"K Zuid","Buitenveldert Oost Midden",2020,20,1,"1.low",0,"2.high",0,"3.mixed",5,32,61,"2.average","2.average"
"K Zuid","Buitenveldert Zuidoost",2015,12,4,"2.high",1,"2.high",0,"4.higher",85,80,175,"2.average","2.average"
"K Zuid","Buitenveldert Zuidoost",2016,14,4,"2.high",1,"2.high",0,"3.mixed",117,70,134,"2.average","2.average"
"K Zuid","Buitenveldert Zuidoost",2017,18,5,"2.high",1,"2.high",0,"4.higher",130,80,164,"2.average","2.average"
"K Zuid","Buitenveldert Zuidoost",2018,16,4,"2.high",1,"2.high",0,"3.mixed",111,66,135,"2.average","2.average"
"K Zuid","Buitenveldert Zuidoost",2019,19,5,"2.high",1,"2.high",0,"4.higher",120,79,162,"2.average","2.average"
"K Zuid","Buitenveldert Zuidoost",2020,18,4,"1.low",1,"2.high",0,"3.mixed",105,71,142,"2.average","2.average"
"K Zuid","Buitenveldert Zuidwest",2015,7,4,"2.high",1,"1.low",0,"4.higher",35,50,95,"2.average","2.average"
"K Zuid","Buitenveldert Zuidwest",2016,7,3,"2.high",1,"2.high",0,"4.higher",66,39,72,"2.average","2.average"
"K Zuid","Buitenveldert Zuidwest",2017,9,3,"2.high",1,"2.high",0,"4.higher",68,40,81,"3.pleasant","2.average"
"K Zuid","Buitenveldert Zuidwest",2018,11,4,"2.high",1,"2.high",0,"4.higher",70,45,94,"3.pleasant","2.average"
"K Zuid","Buitenveldert Zuidwest",2019,12,4,"2.high",1,"2.high",0,"4.higher",65,45,93,"2.average","2.average"
"K Zuid","Buitenveldert Zuidwest",2020,12,4,"2.high",1,"1.low",0,"4.higher",57,44,88,"2.average","2.average"
"K Zuid","Burgemeester Tellegenbuurt Oost",2015,19,1,"2.high",0,"2.high",0,"3.mixed",60,75,130,"2.average","1.low"
"K Zuid","Burgemeester Tellegenbuurt Oost",2016,22,1,"2.high",0,"2.high",0,"4.higher",50,73,134,"2.average","2.average"
"K Zuid","Burgemeester Tellegenbuurt Oost",2017,22,1,"2.high",0,"2.high",0,"3.mixed",39,62,119,"2.average","1.low"
"K Zuid","Burgemeester Tellegenbuurt Oost",2018,27,1,"2.high",0,"2.high",0,"4.higher",56,79,159,"2.average","2.average"
"K Zuid","Burgemeester Tellegenbuurt Oost",2019,25,1,"1.low",0,"2.high",0,"3.mixed",38,68,134,"2.average","1.low"
"K Zuid","Burgemeester Tellegenbuurt Oost",2020,26,1,"1.low",0,"2.high",0,"3.mixed",37,73,142,"2.average","1.low"
"K Zuid","Concertgebouwbuurt",2015,30,2,"1.low",0,"2.high",0,"5.university",18,39,99,"3.pleasant","3.high"
"K Zuid","Concertgebouwbuurt",2016,31,2,"1.low",0,"2.high",0,"5.university",9,30,89,"3.pleasant","3.high"
"K Zuid","Concertgebouwbuurt",2017,31,2,"1.low",0,"2.high",0,"5.university",4,24,84,"3.pleasant","3.high"
"K Zuid","Concertgebouwbuurt",2018,31,2,"1.low",0,"2.high",0,"5.university",0,16,70,"3.pleasant","2.average"
"K Zuid","Concertgebouwbuurt",2019,36,2,"1.low",0,"2.high",0,"5.university",11,39,118,"3.pleasant","3.high"
"K Zuid","Concertgebouwbuurt",2020,34,2,"1.low",0,"2.high",0,"4.higher",0,25,86,"3.pleasant","2.average"
"K Zuid","Cornelis Schuytbuurt",2015,17,2,"2.high",0,"2.high",0,"4.higher",75,50,130,"3.pleasant","2.average"
"K Zuid","Cornelis Schuytbuurt",2016,17,1,"1.low",0,"2.high",0,"4.higher",66,43,110,"2.average","2.average"
"K Zuid","Cornelis Schuytbuurt",2017,21,1,"1.low",0,"2.high",0,"5.university",76,50,133,"3.pleasant","2.average"
"K Zuid","Cornelis Schuytbuurt",2018,22,1,"1.low",0,"2.high",0,"5.university",74,51,138,"3.pleasant","2.average"
"K Zuid","Cornelis Schuytbuurt",2019,23,1,"1.low",0,"2.high",0,"4.higher",66,49,133,"3.pleasant","2.average"
"K Zuid","Cornelis Schuytbuurt",2020,23,1,"1.low",0,"2.high",0,"4.higher",61,50,134,"2.average","2.average"
"K Zuid","Cornelis Troostbuurt",2015,28,1,"2.high",0,"2.high",0,"3.mixed",40,120,175,"2.average","2.average"
"K Zuid","Cornelis Troostbuurt",2016,31,1,"2.high",0,"2.high",0,"4.higher",43,121,188,"2.average","2.average"
"K Zuid","Cornelis Troostbuurt",2017,31,1,"2.high",0,"2.high",0,"4.higher",32,110,172,"2.average","2.average"
"K Zuid","Cornelis Troostbuurt",2018,33,1,"2.high",0,"2.high",0,"4.higher",33,115,183,"2.average","2.average"
"K Zuid","Cornelis Troostbuurt",2019,35,1,"2.high",0,"2.high",0,"4.higher",35,122,197,"2.average","2.average"
"K Zuid","Cornelis Troostbuurt",2020,36,1,"2.high",0,"2.high",0,"4.higher",35,127,207,"2.average","2.average"
"K Zuid","Diamantbuurt",2015,28,1,"1.low",0,"2.high",0,"4.higher",75,85,145,"2.average","2.average"
"K Zuid","Diamantbuurt",2016,26,1,"1.low",0,"2.high",0,"3.mixed",55,76,112,"2.average","2.average"
"K Zuid","Diamantbuurt",2017,28,1,"1.low",0,"2.high",0,"3.mixed",57,77,122,"2.average","2.average"
"K Zuid","Diamantbuurt",2018,30,1,"1.low",0,"2.high",0,"3.mixed",58,80,131,"2.average","2.average"
"K Zuid","Diamantbuurt",2019,32,1,"1.low",0,"2.high",0,"4.higher",58,86,142,"2.average","2.average"
"K Zuid","Diamantbuurt",2020,32,1,"1.low",0,"2.high",0,"3.mixed",54,88,144,"2.average","2.average"
"K Zuid","Gelderlandpleinbuurt",2015,14,1,"2.high",2,"2.high",0,"3.mixed",18,75,134,"2.average","1.low"
