"district","neighborhood","year","inc_disposable","inc_q1","inc_q2","inc_q3","inc_q4","inc_q5","inc_theil","inc_gini","inc_social","inc_social_far","inc_disability","inc_unemployment","inc_debt","inc_notifications"
"E West","Van Brakelkwartier",2019,37966,23,28,18,14,17,0.11,0.28,60,60,40,16,18,30
"E West","Van Brakelkwartier",2020,39619,23,28,18,15,16,0.16,0.3,66,66,42,16,26,44
"E West","Vondelparkbuurt West",2015,45601,27,18,17,13,25,0.28,0.36,30,15,135,41,21,0
"E West","Vondelparkbuurt West",2016,46938,26,17,17,14,26,0.24,0.35,22,14,132,34,17,0
"E West","Vondelparkbuurt West",2017,48400,25,17,17,14,27,0.24,0.35,20,18,130,30,18,5
"E West","Vondelparkbuurt West",2018,49794,24,17,17,14,28,0.22,0.34,15,15,127,24,17,8
"E West","Vondelparkbuurt West",2019,51314,23,17,17,15,28,0.24,0.35,15,15,126,21,20,17
"E West","Vondelparkbuurt West",2020,53041,23,17,17,15,28,0.32,0.38,24,24,129,23,31,33
"E West","Westerstaatsman",2015,32600,30,23,20,14,13,0.15,0.29,150,107,90,80,43,30
"E West","Westerstaatsman",2016,34400,29,22,21,13,15,0.16,0.3,151,118,90,80,46,34
"E West","Westerstaatsman",2017,34700,30,21,21,14,14,0.14,0.29,150,123,100,70,52,46
"E West","Westerstaatsman",2018,36725,28,21,21,14,16,0.12,0.29,142,121,89,66,46,46
"E West","Westerstaatsman",2019,38570,27,22,21,15,15,0.24,0.32,157,138,93,71,61,66
"E West","Westerstaatsman",2020,39753,26,21,21,15,17,0.16,0.3,143,132,87,60,52,62
"E West","WG-terrein",2015,38700,33,19,15,11,22,0.23,0.35,72,61,140,60,25,14
"E West","WG-terrein",2016,38800,34,19,15,12,20,0.21,0.35,87,66,130,50,31,17
"E West","WG-terrein",2017,39200,35,19,14,12,20,0.25,0.37,116,100,130,50,30,22
"E West","WG-terrein",2018,42021,32,19,15,13,21,0.29,0.38,96,90,133,49,38,37
"E West","WG-terrein",2019,43197,31,18,15,13,23,0.21,0.35,82,82,127,39,29,33
"E West","WG-terrein",2020,44992,31,18,15,13,23,0.31,0.39,94,94,131,42,42,52
"E West","Zeeheldenbuurt",2015,30700,37,20,18,14,11,0.16,0.3,157,114,100,50,96,33
"E West","Zeeheldenbuurt",2016,33500,35,20,19,14,12,0.17,0.31,147,118,100,60,104,34
"E West","Zeeheldenbuurt",2017,33300,35,22,17,14,12,0.16,0.3,150,125,100,50,87,44
"E West","Zeeheldenbuurt",2018,35532,34,20,18,15,13,0.2,0.32,152,131,99,48,102,54
"E West","Zeeheldenbuurt",2019,37026,33,20,18,15,14,0.21,0.32,152,136,98,44,105,61
"E West","Zeeheldenbuurt",2020,38383,32,20,18,16,14,0.18,0.31,145,136,94,38,102,64
"F Nieuw-West","Andreasterrein",2015,57298,16,12,15,15,42,0.19,0.34,36,6,26,41,0,0
"F Nieuw-West","Andreasterrein",2016,58258,16,11,15,15,43,0.2,0.35,39,18,28,36,0,8
"F Nieuw-West","Andreasterrein",2017,59200,16,11,15,15,43,0.2,0.35,42,30,30,30,9,26
"F Nieuw-West","Andreasterrein",2018,60129,16,11,15,15,43,0.2,0.35,44,41,32,24,21,44
"F Nieuw-West","Andreasterrein",2019,61074,16,10,15,15,44,0.21,0.36,47,47,33,18,34,62
"F Nieuw-West","Andreasterrein",2020,61982,17,10,15,15,43,0.2,0.36,49,49,35,12,46,79
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2015,33825,29,22,22,14,13,0.14,0.27,16,0,58,33,0,0
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2016,34714,29,21,22,14,14,0.13,0.27,17,7,59,27,0,0
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2017,35600,29,21,22,14,14,0.12,0.27,18,17,60,20,4,16
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2018,36563,29,21,22,14,14,0.13,0.28,22,22,62,15,18,35
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2019,37377,29,20,22,14,15,0.1,0.27,20,20,62,7,27,49
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2020,38497,30,20,22,14,14,0.16,0.29,31,31,67,5,46,75
"F Nieuw-West","Buurt 10",2015,39500,18,19,20,21,22,0.11,0.26,49,40,130,60,22,23
"F Nieuw-West","Buurt 10",2016,39880,18,19,20,22,21,0.07,0.24,39,35,128,52,23,36
"F Nieuw-West","Buurt 10",2017,40500,19,20,20,24,17,0.1,0.25,39,37,130,50,32,57
"F Nieuw-West","Buurt 10",2018,41737,19,19,20,22,20,0.07,0.25,44,44,132,41,48,72
"F Nieuw-West","Buurt 10",2019,43071,20,19,20,23,18,0.19,0.29,64,64,140,44,76,105
"F Nieuw-West","Buurt 10",2020,43799,20,18,19,23,20,0.13,0.27,58,58,139,34,81,115
"F Nieuw-West","Buurt 2",2015,28400,34,27,20,14,5,0.13,0.26,259,193,170,70,69,46
"F Nieuw-West","Buurt 2",2016,28900,34,27,20,13,6,0.14,0.27,270,215,170,60,49,43
"F Nieuw-West","Buurt 2",2017,29700,33,27,20,13,7,0.11,0.26,281,236,170,60,108,89
"F Nieuw-West","Buurt 2",2018,30825,34,26,20,13,7,0.12,0.27,275,238,173,51,100,95
"F Nieuw-West","Buurt 2",2019,31752,34,26,20,13,7,0.13,0.27,278,249,175,46,113,113
"F Nieuw-West","Buurt 2",2020,32796,35,26,20,14,5,0.16,0.28,285,265,179,43,130,135
"F Nieuw-West","Buurt 3",2015,27700,39,24,18,11,8,0.12,0.26,420,280,330,130,125,132
"F Nieuw-West","Buurt 3",2016,28800,38,25,17,12,8,0.12,0.26,411,317,320,140,71,127
"F Nieuw-West","Buurt 3",2017,30300,38,25,18,11,8,0.21,0.28,418,347,320,120,188,160
"F Nieuw-West","Buurt 3",2018,31000,39,24,18,12,7,0.22,0.29,431,346,331,123,162,184
"F Nieuw-West","Buurt 3",2019,31688,39,24,17,11,9,0.15,0.27,424,350,329,113,166,193
"F Nieuw-West","Buurt 3",2020,32844,40,24,17,12,7,0.22,0.3,437,369,334,112,187,220
"F Nieuw-West","Buurt 4 Oost",2015,30400,29,25,23,16,7,0.1,0.25,178,127,220,80,48,62
"F Nieuw-West","Buurt 4 Oost",2016,32200,28,26,22,15,9,0.1,0.25,169,133,220,80,36,56
"F Nieuw-West","Buurt 4 Oost",2017,32900,30,24,21,16,9,0.12,0.26,168,140,220,70,80,111
"F Nieuw-West","Buurt 4 Oost",2018,33696,29,24,22,16,9,0.11,0.26,178,157,224,65,81,113
"F Nieuw-West","Buurt 4 Oost",2019,34760,30,24,22,16,8,0.16,0.28,186,174,228,63,98,136
"F Nieuw-West","Buurt 4 Oost",2020,35511,30,24,21,16,9,0.1,0.26,182,180,227,53,105,148
"F Nieuw-West","Buurt 5  Noord",2015,26500,38,28,17,11,6,0.09,0.22,331,236,240,80,105,81
"F Nieuw-West","Buurt 5  Noord",2016,27600,36,30,17,12,5,0.09,0.23,327,250,250,70,65,67
"F Nieuw-West","Buurt 5  Noord",2017,28700,35,29,19,11,6,0.08,0.22,334,280,250,60,188,102
"F Nieuw-West","Buurt 5  Noord",2018,29491,37,28,17,11,7,0.1,0.23,338,280,251,60,147,121
"F Nieuw-West","Buurt 5  Noord",2019,30561,37,28,17,12,6,0.15,0.25,347,297,255,57,165,145
"F Nieuw-West","Buurt 5  Noord",2020,31278,37,28,17,11,7,0.08,0.23,341,302,254,47,170,155
"F Nieuw-West","Buurt 5 Zuid",2015,27900,38,28,16,11,7,0.14,0.25,297,210,240,60,69,49
"F Nieuw-West","Buurt 5 Zuid",2016,28100,39,27,18,9,7,0.11,0.24,273,205,240,60,44,62
"F Nieuw-West","Buurt 5 Zuid",2017,30300,37,26,19,10,8,0.12,0.25,274,236,250,50,107,86
"F Nieuw-West","Buurt 5 Zuid",2018,31004,39,27,18,10,6,0.24,0.29,303,254,253,54,113,116
"F Nieuw-West","Buurt 5 Zuid",2019,31389,38,26,17,10,9,0.08,0.24,283,247,246,36,106,114
"F Nieuw-West","Buurt 5 Zuid",2020,32453,39,26,17,10,8,0.13,0.26,292,264,251,34,124,138
"F Nieuw-West","Buurt 6",2015,26900,36,30,18,10,6,0.08,0.22,248,180,180,60,77,87
"F Nieuw-West","Buurt 6",2016,28300,35,29,18,12,6,0.09,0.23,241,186,180,50,46,63
"F Nieuw-West","Buurt 6",2017,29400,36,26,18,14,6,0.1,0.23,224,177,190,60,133,109
"F Nieuw-West","Buurt 6",2018,29931,36,28,18,12,6,0.06,0.22,238,201,185,43,107,118
"F Nieuw-West","Buurt 6",2019,31205,37,28,18,12,5,0.16,0.26,256,224,193,45,132,149
"F Nieuw-West","Buurt 6",2020,32122,37,27,18,12,6,0.16,0.26,258,236,194,39,145,167
"F Nieuw-West","Buurt 7",2015,34500,27,22,19,17,15,0.11,0.25,56,41,100,40,23,16
"F Nieuw-West","Buurt 7",2016,35700,28,22,17,18,15,0.13,0.26,56,43,100,40,23,27
"F Nieuw-West","Buurt 7",2017,36600,25,22,18,20,15,0.11,0.25,48,41,110,40,42,57
"F Nieuw-West","Buurt 7",2018,37647,27,22,18,19,14,0.18,0.28,67,67,110,33,62,77
"F Nieuw-West","Buurt 7",2019,38286,27,21,17,18,17,0.09,0.25,57,57,107,21,64,84
"F Nieuw-West","Buurt 7",2020,39699,28,21,18,19,14,0.24,0.3,80,80,117,26,95,120
"F Nieuw-West","Buurt 8",2015,30500,28,26,21,16,9,0.13,0.26,154,108,190,90,59,73
"F Nieuw-West","Buurt 8",2016,31500,29,25,22,16,8,0.13,0.27,171,123,200,90,43,75
"F Nieuw-West","Buurt 8",2017,32200,32,23,20,16,9,0.15,0.28,203,165,200,70,110,117
"F Nieuw-West","Buurt 8",2018,33596,31,25,21,16,7,0.24,0.31,196,167,206,80,109,137
"F Nieuw-West","Buurt 8",2019,34033,30,24,20,16,10,0.1,0.27,178,163,200,63,104,137
"F Nieuw-West","Buurt 8",2020,35308,31,24,21,16,8,0.21,0.3,196,186,207,65,129,169
"F Nieuw-West","Buurt 9",2015,30400,31,25,19,16,9,0.1,0.24,315,232,380,120,80,69
"F Nieuw-West","Buurt 9",2016,32200,30,25,19,16,10,0.14,0.26,295,240,390,120,57,82
"F Nieuw-West","Buurt 9",2017,31900,33,23,18,15,11,0.11,0.26,322,277,400,120,164,161
"F Nieuw-West","Buurt 9",2018,33168,31,24,18,16,11,0.06,0.24,309,267,391,105,119,133
"F Nieuw-West","Buurt 9",2019,33865,31,23,18,15,13,0,0.22,302,272,389,94,123,143
"F Nieuw-West","Buurt 9",2020,35422,33,23,18,16,10,0.19,0.28,331,304,401,102,160,185
"F Nieuw-West","Calandlaan/Lelylaan",2015,29500,38,26,15,10,11,0.12,0.25,69,52,110,30,26,17
"F Nieuw-West","Calandlaan/Lelylaan",2016,30600,37,27,16,11,9,0.13,0.26,70,53,100,30,16,20
"F Nieuw-West","Calandlaan/Lelylaan",2017,31100,36,29,14,11,10,0.11,0.25,71,60,110,20,22,32
"F Nieuw-West","Calandlaan/Lelylaan",2018,32267,37,27,15,11,10,0.13,0.26,76,76,111,16,47,60
"F Nieuw-West","Calandlaan/Lelylaan",2019,33169,38,26,15,11,10,0.12,0.26,78,78,112,9,59,77
"F Nieuw-West","Calandlaan/Lelylaan",2020,34455,38,27,15,11,9,0.23,0.3,96,96,120,12,85,109
"F Nieuw-West","De Aker Oost",2015,49300,14,14,16,20,36,0.14,0.29,98,80,230,140,32,43
"F Nieuw-West","De Aker Oost",2016,51500,14,14,16,20,36,0.15,0.29,111,85,230,120,17,46
"F Nieuw-West","De Aker Oost",2017,52900,14,14,15,21,36,0.15,0.29,104,84,230,110,39,86
"F Nieuw-West","De Aker Oost",2018,53046,14,13,15,20,38,0.13,0.29,107,105,233,111,53,92
"F Nieuw-West","De Aker Oost",2019,54119,15,13,15,21,36,0.18,0.31,116,116,237,108,70,116
"F Nieuw-West","De Aker Oost",2020,54897,15,13,15,20,37,0.13,0.29,112,112,236,99,77,128
"F Nieuw-West","De Aker West",2015,46800,16,14,16,22,32,0.13,0.27,58,41,180,90,21,35
"F Nieuw-West","De Aker West",2016,48400,17,14,16,22,31,0.13,0.28,58,51,180,90,11,31
"F Nieuw-West","De Aker West",2017,49400,17,13,16,22,32,0.13,0.27,64,53,190,90,38,60
"F Nieuw-West","De Aker West",2018,49991,17,13,16,22,32,0.11,0.27,62,62,186,77,46,75
"F Nieuw-West","De Aker West",2019,50891,17,13,15,22,33,0.1,0.27,64,64,187,70,57,92
"F Nieuw-West","De Aker West",2020,51691,17,12,15,22,34,0.06,0.26,61,61,187,62,65,105
"F Nieuw-West","De Punt",2015,30300,31,23,21,16,9,0.09,0.23,240,181,330,130,116,72
"F Nieuw-West","De Punt",2016,31600,30,24,20,17,9,0.09,0.23,229,187,330,120,68,65
"F Nieuw-West","De Punt",2017,32300,31,23,21,15,10,0.1,0.24,233,188,330,120,131,156
"F Nieuw-West","De Punt",2018,33071,31,23,20,16,10,0.04,0.22,232,203,331,108,124,127
"F Nieuw-West","De Punt",2019,34427,32,23,20,16,9,0.17,0.26,253,229,340,112,153,161
"F Nieuw-West","De Punt",2020,34924,31,22,20,16,11,0.04,0.23,238,227,335,97,149,163
"F Nieuw-West","Delflandpleinbuurt Oost",2015,28100,39,25,17,10,9,0.16,0.3,77,50,100,40,37,24
"F Nieuw-West","Delflandpleinbuurt Oost",2016,31200,38,26,17,10,9,0.15,0.29,104,75,100,30,51,27
"F Nieuw-West","Delflandpleinbuurt Oost",2017,25400,52,22,13,6,7,0.25,0.36,202,176,110,30,70,46
"F Nieuw-West","Delflandpleinbuurt Oost",2018,29928,43,24,15,9,9,0.15,0.31,127,119,104,18,73,63
"F Nieuw-West","Delflandpleinbuurt Oost",2019,31140,44,24,15,9,8,0.24,0.34,142,140,111,19,96,92
"F Nieuw-West","Delflandpleinbuurt Oost",2020,32003,44,23,15,9,9,0.22,0.34,142,142,112,12,106,107
"F Nieuw-West","Delflandpleinbuurt West",2015,29700,37,25,16,11,11,0.12,0.27,174,123,120,70,69,28
"F Nieuw-West","Delflandpleinbuurt West",2016,31900,33,25,17,12,13,0.13,0.28,152,120,120,80,39,27
"F Nieuw-West","Delflandpleinbuurt West",2017,32400,33,27,18,11,11,0.14,0.28,157,131,130,60,66,49
"F Nieuw-West","Delflandpleinbuurt West",2018,33433,35,25,17,12,11,0.21,0.31,177,156,131,64,93,80
"F Nieuw-West","Delflandpleinbuurt West",2019,34149,35,25,17,11,12,0.15,0.29,171,161,129,54,98,90
"F Nieuw-West","Delflandpleinbuurt West",2020,35067,35,25,16,11,13,0.15,0.29,173,173,131,48,110,108
"F Nieuw-West","Emanuel van Meterenbuurt",2015,34400,28,24,18,14,16,0.13,0.28,65,42,70,40,22,33
"F Nieuw-West","Emanuel van Meterenbuurt",2016,36600,28,23,18,13,18,0.14,0.29,75,56,70,50,15,32
"F Nieuw-West","Emanuel van Meterenbuurt",2017,36800,28,24,19,11,18,0.14,0.29,82,65,80,30,35,41
"F Nieuw-West","Emanuel van Meterenbuurt",2018,37913,29,23,18,13,17,0.18,0.3,85,82,79,31,54,76
"F Nieuw-West","Emanuel van Meterenbuurt",2019,39072,29,23,18,13,17,0.25,0.33,97,97,85,31,75,103
"F Nieuw-West","Emanuel van Meterenbuurt",2020,39169,28,22,17,12,21,0,0.25,65,65,73,7,57,90
"F Nieuw-West","Jacob Geelbuurt",2015,26000,36,32,18,10,4,0.08,0.21,247,176,180,80,79,76
"F Nieuw-West","Jacob Geelbuurt",2016,26100,38,31,18,10,3,0.08,0.22,247,202,170,60,75,65
"F Nieuw-West","Jacob Geelbuurt",2017,27700,35,31,19,10,5,0.08,0.22,251,211,160,50,121,92
"F Nieuw-West","Jacob Geelbuurt",2018,28604,37,31,18,10,4,0.13,0.24,261,225,176,55,123,120
"F Nieuw-West","Jacob Geelbuurt",2019,29112,37,30,18,10,5,0,0.2,246,223,171,40,120,122
"F Nieuw-West","Jacob Geelbuurt",2020,30539,38,30,18,10,4,0.16,0.25,270,252,181,46,152,159
"F Nieuw-West","Jacques Veldmanbuurt",2015,32900,25,28,22,13,12,0.13,0.27,119,83,130,60,34,21
"F Nieuw-West","Jacques Veldmanbuurt",2016,33300,27,26,21,15,11,0.12,0.27,115,95,130,60,33,27
"F Nieuw-West","Jacques Veldmanbuurt",2017,33200,28,27,20,14,11,0.12,0.27,119,98,130,60,57,48
"F Nieuw-West","Jacques Veldmanbuurt",2018,35288,28,27,21,14,10,0.22,0.3,136,126,139,55,78,79
"F Nieuw-West","Jacques Veldmanbuurt",2019,35986,27,26,21,14,12,0.15,0.29,129,129,137,44,82,89
"F Nieuw-West","Jacques Veldmanbuurt",2020,36825,28,26,20,14,12,0.13,0.28,128,128,137,37,92,104
"F Nieuw-West","Louis Chrispijnbuurt",2015,30300,30,27,22,13,8,0.12,0.26,136,90,140,70,49,44
"F Nieuw-West","Louis Chrispijnbuurt",2016,30700,32,27,20,13,8,0.12,0.26,135,107,140,50,38,51
"F Nieuw-West","Louis Chrispijnbuurt",2017,30900,32,29,19,12,8,0.11,0.25,139,118,150,50,67,86
"F Nieuw-West","Louis Chrispijnbuurt",2018,32429,32,27,20,13,8,0.1,0.26,140,127,146,44,75,95
"F Nieuw-West","Louis Chrispijnbuurt",2019,33586,32,27,20,13,8,0.17,0.28,152,146,152,43,96,121
"F Nieuw-West","Louis Chrispijnbuurt",2020,34351,32,27,20,13,8,0.13,0.27,148,148,151,34,103,133
"F Nieuw-West","Meer en Oever",2015,37200,22,19,20,20,19,0.13,0.27,76,60,130,50,27,25
"F Nieuw-West","Meer en Oever",2016,38500,22,19,21,21,17,0.15,0.28,68,61,130,70,16,26
"F Nieuw-West","Meer en Oever",2017,38900,22,19,22,19,18,0.15,0.28,76,71,140,70,33,45
"F Nieuw-West","Meer en Oever",2018,40223,23,19,21,20,17,0.2,0.3,86,86,140,56,57,74
"F Nieuw-West","Meer en Oever",2019,40823,22,18,20,20,20,0.1,0.27,75,75,136,43,57,80
"F Nieuw-West","Meer en Oever",2020,42018,23,18,21,20,18,0.18,0.3,88,88,142,43,80,108
"F Nieuw-West","Middelveldsche Akerpolder",2015,36200,22,23,21,17,17,0.1,0.24,85,61,220,80,43,48
"F Nieuw-West","Middelveldsche Akerpolder",2016,37200,22,24,20,16,18,0.1,0.25,91,70,210,70,30,41
"F Nieuw-West","Middelveldsche Akerpolder",2017,37900,23,24,20,16,17,0.11,0.25,93,72,230,60,46,84
"F Nieuw-West","Middelveldsche Akerpolder",2018,38959,23,23,20,16,18,0.11,0.25,95,91,224,59,65,94
"F Nieuw-West","Middelveldsche Akerpolder",2019,39858,23,23,20,16,18,0.1,0.25,97,97,225,52,77,111
"F Nieuw-West","Middelveldsche Akerpolder",2020,40598,23,22,20,16,19,0.04,0.24,92,92,224,42,83,122
"F Nieuw-West","Nieuw Sloten Noordoost",2015,43100,14,18,22,20,26,0.12,0.25,37,25,150,70,28,27
"F Nieuw-West","Nieuw Sloten Noordoost",2016,43200,16,20,19,20,25,0.11,0.25,35,26,150,70,14,27
"F Nieuw-West","Nieuw Sloten Noordoost",2017,44000,16,21,19,20,24,0.12,0.26,48,43,140,50,26,39
"F Nieuw-West","Nieuw Sloten Noordoost",2018,45217,16,19,20,20,25,0.1,0.25,42,42,149,50,45,64
"F Nieuw-West","Nieuw Sloten Noordoost",2019,46238,16,19,20,20,25,0.12,0.26,49,49,152,46,61,86
"F Nieuw-West","Nieuw Sloten Noordoost",2020,47056,16,18,19,20,27,0.09,0.25,46,46,152,38,70,99
"F Nieuw-West","Nieuw Sloten Noordwest",2015,44200,15,17,18,21,29,0.12,0.26,66,48,170,80,25,23
"F Nieuw-West","Nieuw Sloten Noordwest",2016,45800,13,17,21,21,28,0.12,0.26,68,55,160,80,22,35
"F Nieuw-West","Nieuw Sloten Noordwest",2017,47000,14,18,19,20,29,0.11,0.25,68,55,160,60,41,48
"F Nieuw-West","Nieuw Sloten Noordwest",2018,47717,15,17,19,21,28,0.18,0.28,81,81,170,66,62,78
"F Nieuw-West","Nieuw Sloten Noordwest",2019,48403,15,16,19,21,29,0.1,0.26,73,73,168,55,65,87
"F Nieuw-West","Nieuw Sloten Noordwest",2020,49616,15,16,19,21,29,0.19,0.29,87,87,174,55,88,116
"F Nieuw-West","Nieuw Sloten Zuidoost",2015,42325,15,19,20,23,23,0.17,0.28,26,2,119,56,4,8
"F Nieuw-West","Nieuw Sloten Zuidoost",2016,43040,15,18,20,23,24,0.11,0.26,20,6,118,45,9,18
"F Nieuw-West","Nieuw Sloten Zuidoost",2017,44000,15,18,20,23,24,0.12,0.27,24,19,120,40,23,37
"F Nieuw-West","Nieuw Sloten Zuidoost",2018,44945,15,18,20,23,24,0.13,0.27,27,27,122,35,36,56
"F Nieuw-West","Nieuw Sloten Zuidoost",2019,45889,15,17,20,23,25,0.13,0.28,30,30,124,29,49,74
"F Nieuw-West","Nieuw Sloten Zuidoost",2020,47180,16,18,20,23,23,0.24,0.31,48,48,132,31,75,106
"F Nieuw-West","Noordoever Sloterplas",2015,34200,27,24,21,14,14,0.13,0.27,109,80,120,70,38,33
"F Nieuw-West","Noordoever Sloterplas",2016,34400,27,24,21,15,13,0.13,0.27,114,91,120,60,22,20
"F Nieuw-West","Noordoever Sloterplas",2017,34800,28,24,21,14,13,0.12,0.27,119,96,120,70,50,51
"F Nieuw-West","Noordoever Sloterplas",2018,36137,27,23,21,14,15,0.08,0.26,112,106,121,51,55,64
"F Nieuw-West","Noordoever Sloterplas",2019,37240,28,23,21,14,14,0.13,0.28,122,122,125,49,75,89
"F Nieuw-West","Noordoever Sloterplas",2020,38329,28,23,21,15,13,0.18,0.3,131,131,130,47,93,113
"F Nieuw-West","Oostoever Sloterplas",2015,44493,18,18,14,19,31,0.08,0.25,4,0,84,58,0,0
"F Nieuw-West","Oostoever Sloterplas",2016,45684,19,18,14,19,30,0.16,0.28,17,2,90,58,6,8
"F Nieuw-West","Oostoever Sloterplas",2017,46500,19,18,14,19,30,0.13,0.27,15,10,90,50,14,22
"F Nieuw-West","Oostoever Sloterplas",2018,47395,19,18,14,19,30,0.12,0.27,16,16,91,43,25,39
"F Nieuw-West","Oostoever Sloterplas",2019,48225,19,17,14,19,31,0.09,0.26,15,15,91,35,34,53
"F Nieuw-West","Oostoever Sloterplas",2020,49455,20,17,14,19,30,0.18,0.29,30,30,98,36,58,82
"F Nieuw-West","Osdorp Midden Noord",2015,26400,39,28,18,10,5,0.07,0.21,235,180,190,60,75,51
"F Nieuw-West","Osdorp Midden Noord",2016,27600,38,30,16,10,6,0.08,0.22,225,176,200,60,49,35
"F Nieuw-West","Osdorp Midden Noord",2017,28200,38,29,17,9,7,0.08,0.22,212,176,190,40,98,107
"F Nieuw-West","Osdorp Midden Noord",2018,29538,39,29,17,10,5,0.16,0.25,242,211,202,48,110,111
"F Nieuw-West","Osdorp Midden Noord",2019,30332,39,28,17,10,6,0.13,0.24,239,218,201,40,118,125
"F Nieuw-West","Osdorp Midden Noord",2020,30805,39,28,16,10,7,0,0.2,223,215,196,24,114,126
"F Nieuw-West","Osdorp Midden Zuid",2015,29600,31,29,17,14,9,0.12,0.26,230,173,170,70,78,58
"F Nieuw-West","Osdorp Midden Zuid",2016,30700,33,27,18,13,9,0.13,0.27,233,186,170,50,44,51
"F Nieuw-West","Osdorp Midden Zuid",2017,31400,34,25,19,13,9,0.14,0.27,231,195,180,60,87,111
"F Nieuw-West","Osdorp Midden Zuid",2018,32648,33,27,18,14,8,0.2,0.29,247,216,181,54,104,118
"F Nieuw-West","Osdorp Midden Zuid",2019,33256,33,26,17,13,11,0.11,0.27,236,217,177,41,105,124
"F Nieuw-West","Osdorp Midden Zuid",2020,34489,34,26,18,14,8,0.2,0.3,252,239,184,42,129,154
"F Nieuw-West","Osdorp Zuidoost",2015,32300,31,26,20,13,10,0.23,0.29,97,64,170,70,44,37
"F Nieuw-West","Osdorp Zuidoost",2016,32100,32,25,18,14,11,0.15,0.27,96,74,170,70,22,47
"F Nieuw-West","Osdorp Zuidoost",2017,33100,34,23,19,14,10,0.12,0.26,107,91,190,60,44,63
"F Nieuw-West","Osdorp Zuidoost",2018,34096,32,24,18,13,13,0.1,0.26,95,91,176,50,53,76
"F Nieuw-West","Osdorp Zuidoost",2019,35183,33,24,18,14,11,0.15,0.27,104,104,181,47,71,100
"F Nieuw-West","Osdorp Zuidoost",2020,36439,34,24,19,14,9,0.25,0.31,121,121,188,49,96,130
"F Nieuw-West","Osdorper Bovenpolder",2015,46522,19,17,15,19,30,0.36,0.37,9,0,44,20,0,0
"F Nieuw-West","Osdorper Bovenpolder",2016,47700,20,17,15,19,29,0.44,0.4,22,18,50,20,11,14
"F Nieuw-West","Osdorper Bovenpolder",2017,48881,21,17,15,19,28,0.52,0.43,35,35,56,20,33,41
"F Nieuw-West","Osdorper Bovenpolder",2018,49599,20,16,15,19,30,0.46,0.41,29,29,54,9,38,51
"F Nieuw-West","Osdorper Bovenpolder",2019,50611,21,16,15,19,29,0.49,0.42,35,35,57,5,53,72
"F Nieuw-West","Osdorper Bovenpolder",2020,51396,21,16,14,19,30,0.46,0.41,31,31,56,0,60,85
"F Nieuw-West","Osdorpplein e.o.",2015,32000,28,26,21,15,10,0.15,0.27,105,88,130,60,50,45
"F Nieuw-West","Osdorpplein e.o.",2016,32600,27,24,23,16,10,0.11,0.25,106,93,130,50,27,33
"F Nieuw-West","Osdorpplein e.o.",2017,33200,28,24,21,16,11,0.11,0.25,113,99,140,50,48,90
"F Nieuw-West","Osdorpplein e.o.",2018,34623,28,24,22,16,10,0.18,0.28,121,121,140,46,73,99
"F Nieuw-West","Osdorpplein e.o.",2019,35713,29,24,22,16,9,0.23,0.3,130,130,144,44,92,123
"F Nieuw-West","Osdorpplein e.o.",2020,36367,29,24,21,16,10,0.15,0.27,122,122,142,32,95,131
"F Nieuw-West","Overtoomse Veld Noord",2015,32600,26,26,21,16,11,0.12,0.26,371,264,310,130,102,72
"F Nieuw-West","Overtoomse Veld Noord",2016,34300,26,23,21,16,14,0.12,0.27,368,286,320,120,68,59
"F Nieuw-West","Overtoomse Veld Noord",2017,35900,26,22,20,17,15,0.13,0.28,373,313,320,110,130,164
"F Nieuw-West","Overtoomse Veld Noord",2018,35834,26,23,20,16,15,0.04,0.25,364,302,316,102,115,124
"F Nieuw-West","Overtoomse Veld Noord",2019,36742,26,22,20,16,16,0.04,0.25,366,313,317,96,127,141
"F Nieuw-West","Overtoomse Veld Noord",2020,38173,27,23,20,17,13,0.19,0.3,390,342,328,102,158,178
"F Nieuw-West","Overtoomse Veld Zuid",2015,29800,31,26,21,13,9,0.11,0.25,139,101,120,60,41,31
"F Nieuw-West","Overtoomse Veld Zuid",2016,32200,28,28,21,14,9,0.12,0.26,126,97,110,90,31,33
"F Nieuw-West","Overtoomse Veld Zuid",2017,34000,26,27,21,16,10,0.11,0.25,133,114,120,90,50,57
"F Nieuw-West","Overtoomse Veld Zuid",2018,34127,29,27,21,15,8,0.2,0.28,150,137,125,75,76,87
"F Nieuw-West","Overtoomse Veld Zuid",2019,34835,29,26,21,14,10,0.14,0.27,143,141,123,64,81,97
"F Nieuw-West","Overtoomse Veld Zuid",2020,36130,30,26,21,15,8,0.25,0.3,161,161,131,67,107,129
"F Nieuw-West","Slotermeer Zuid",2015,23400,50,24,15,8,3,0.09,0.23,302,208,230,90,103,91
"F Nieuw-West","Slotermeer Zuid",2016,24200,51,23,16,8,2,0.09,0.23,298,238,230,90,66,97
"F Nieuw-West","Slotermeer Zuid",2017,24900,49,25,14,9,3,0.09,0.23,329,263,230,60,143,117
