"district","neighborhood","year","hou_total","hou_wheel","hou_boat","hou_sheltered","hou_protected","hou_corporation","hou_owner","hou_rented","hou_40","hou_40_60","hou_60_80","hou_80_100","hou_100","hou_occupants","hou_mar_wo","hou_mar_w","hou_unm_wo","hou_unm_w","hou_sin_wo","hou_sin_w","hou_other","hou_value","hou_value_m2","hou_satisfaction","hou_condition","hou_maintenance","hou_neighborhood","hou_development","hou_homefeel"
"E West","Gibraltarbuurt",2017,2301,1,0,0,1,1113,467,721,11,1846,361,24,59,1.81,141,180,345,89,1316,200,30,215904,3958,"2.low","3.good","3.good","2.low","3.high","3.high"
"E West","Gibraltarbuurt",2018,2251,0,0,0,0,1066,447,738,0,1825,342,12,72,1.75,124,173,322,49,1385,173,25,229826,4409,"2.low","2.bad","3.good","2.low","3.high","2.low"
"E West","Gibraltarbuurt",2019,2301,0,0,0,1,1089,500,712,11,1846,357,23,64,1.85,128,196,347,92,1301,199,38,286847,5180,"3.high","3.good","3.good","2.low","3.high","2.low"
"E West","Gibraltarbuurt",2020,2291,0,0,0,0,1064,472,755,0,1827,354,21,89,1.75,122,171,366,49,1365,195,23,312220,5580,"2.low","2.bad","3.good","2.low","3.high","2.low"
"E West","Helmersbuurt Oost",2015,1363,1,13,3,0,59,524,780,30,374,437,136,386,1.97,100,124,222,89,730,67,31,348789,4305,"3.high","3.good","3.good","4.very high","3.high","4.very high"
"E West","Helmersbuurt Oost",2016,1345,1,13,1,0,48,571,726,14,370,430,131,400,1.93,111,125,222,69,735,55,28,417421,4986,"3.high","3.good","3.good","3.high","3.high","4.very high"
"E West","Helmersbuurt Oost",2017,1377,1,13,3,0,51,605,721,31,374,441,137,394,1.93,114,133,238,83,722,58,29,449246,5539,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Helmersbuurt Oost",2018,1344,1,12,1,0,13,579,752,8,358,427,131,420,1.89,98,126,238,70,728,56,28,481078,6030,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Helmersbuurt Oost",2019,1374,1,13,3,0,49,630,695,24,371,437,138,404,1.92,112,132,247,72,716,63,32,588260,6942,"3.high","3.good","4.very good","3.high","2.low","3.high"
"E West","Helmersbuurt Oost",2020,1354,1,12,1,0,0,593,761,10,349,429,134,432,1.87,102,116,262,58,743,44,29,550494,7112,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Houthavens West",2015,976,0,19,0,1,113,419,444,51,125,214,124,462,1.77,106,126,155,126,406,58,0,372882,3826,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"E West","Houthavens West",2016,938,0,18,0,0,64,408,466,24,106,199,116,493,1.72,101,121,151,111,414,40,0,387129,4228,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"E West","Houthavens West",2017,919,0,18,0,0,31,404,484,9,94,191,112,513,1.68,101,121,151,101,404,40,1,410233,4690,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"E West","Houthavens West",2018,929,0,18,0,0,22,413,494,14,91,194,114,516,1.67,102,112,163,102,408,41,1,447304,5247,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"E West","Houthavens West",2019,1006,0,19,0,0,69,450,487,62,110,221,132,481,1.73,115,129,176,124,406,53,3,516288,6021,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"E West","Houthavens West",2020,988,0,19,0,0,37,447,504,48,98,213,128,501,1.69,113,123,175,113,412,51,1,540079,6488,"4.very high","4.very good","4.very good","3.high","4.very high","3.high"
"E West","Jan Maijenbuurt",2015,1315,0,0,0,0,725,297,293,53,1038,127,58,39,1.74,80,118,183,33,787,101,13,174127,3018,"2.low","3.good","3.good","3.high","3.high","3.high"
"E West","Jan Maijenbuurt",2016,1307,0,0,0,0,725,295,287,49,1038,124,57,39,1.74,78,116,181,39,776,104,13,203350,3579,"3.high","2.bad","3.good","3.high","3.high","3.high"
"E West","Jan Maijenbuurt",2017,1317,0,0,0,0,716,312,289,54,1037,128,59,39,1.73,78,115,178,39,784,109,14,234059,4051,"3.high","2.bad","3.good","3.high","3.high","3.high"
"E West","Jan Maijenbuurt",2018,1357,0,1,3,0,734,325,298,78,1043,141,69,26,1.75,90,116,194,52,775,116,14,291677,4790,"3.high","2.bad","3.good","3.high","3.high","3.high"
"E West","Jan Maijenbuurt",2019,1316,0,0,0,0,707,301,308,52,1031,125,61,47,1.72,77,112,194,34,780,110,9,311231,5327,"3.high","2.bad","3.good","3.high","3.high","3.high"
"E West","Jan Maijenbuurt",2020,1291,0,0,0,0,644,306,341,29,1009,114,54,85,1.65,69,97,194,14,805,97,15,324085,5621,"3.high","2.bad","3.good","3.high","3.high","3.high"
"E West","John Franklinbuurt",2015,1122,0,0,0,2,517,201,404,8,909,155,23,27,1.72,64,70,175,39,667,84,23,177449,3243,"3.high","2.bad","3.good","3.high","3.high","3.high"
"E West","John Franklinbuurt",2016,1115,0,0,0,2,516,205,394,4,902,157,24,28,1.72,56,78,167,45,658,89,22,207599,3805,"3.high","2.bad","2.bad","3.high","3.high","3.high"
"E West","John Franklinbuurt",2017,1125,0,0,0,2,505,222,398,7,905,159,23,31,1.71,58,73,165,54,674,86,15,232988,4238,"3.high","2.bad","2.bad","2.low","3.high","2.low"
"E West","John Franklinbuurt",2018,1075,0,0,0,1,449,198,428,0,877,140,16,42,1.65,47,59,177,24,685,71,12,253006,4725,"2.low","2.bad","2.bad","2.low","3.high","2.low"
"E West","John Franklinbuurt",2019,1124,0,0,0,2,498,218,408,8,883,164,34,35,1.71,58,74,193,47,647,85,20,321610,5594,"2.low","2.bad","2.bad","3.high","3.high","3.high"
"E West","John Franklinbuurt",2020,1089,0,0,0,1,427,212,450,0,870,143,19,57,1.62,48,60,191,24,682,72,12,323741,5817,"2.low","2.bad","2.bad","2.low","3.high","2.low"
"E West","Kolenkitbuurt Noord",2015,1458,0,0,1,0,1261,170,27,25,941,182,233,77,2.73,96,402,100,46,589,202,23,160740,2672,"1.very low","1.very bad","1.very bad","1.very low","2.low","2.low"
"E West","Kolenkitbuurt Noord",2016,1423,0,0,0,0,1172,125,126,0,838,187,278,120,2.53,93,402,108,31,588,186,15,144845,2606,"1.very low","2.bad","1.very bad","1.very low","2.low","1.very low"
"E West","Kolenkitbuurt Noord",2017,1431,0,0,1,0,1231,170,30,25,835,152,309,110,2.7,116,387,135,51,541,177,24,197409,3079,"2.low","2.bad","2.bad","1.very low","2.low","1.very low"
"E West","Kolenkitbuurt Noord",2018,1503,0,0,1,0,1205,168,130,23,853,214,297,116,2.57,121,410,121,46,577,197,31,247214,3912,"2.low","2.bad","1.very bad","1.very low","2.low","1.very low"
"E West","Kolenkitbuurt Noord",2019,1607,0,0,1,0,1163,144,300,18,796,306,344,143,2.33,133,442,141,66,586,214,25,280906,4373,"2.low","2.bad","2.bad","1.very low","2.low","1.very low"
"E West","Kolenkitbuurt Noord",2020,1583,0,1,7,0,1238,210,135,71,867,241,315,89,2.62,134,418,149,75,567,209,31,349397,5217,"2.low","2.bad","2.bad","1.very low","2.low","1.very low"
"E West","Kolenkitbuurt Zuid",2015,1073,0,0,0,43,734,163,176,123,279,253,237,181,1.96,89,174,174,28,507,61,40,253309,2704,"3.high","3.good","2.bad","2.low","3.high","2.low"
"E West","Kolenkitbuurt Zuid",2016,1103,0,1,3,44,725,214,164,147,272,231,283,170,2.02,95,189,158,42,504,84,31,266120,2838,"3.high","3.good","3.good","2.low","3.high","2.low"
"E West","Kolenkitbuurt Zuid",2017,1070,0,0,0,43,701,185,184,125,235,210,294,206,2.01,85,182,157,21,519,76,30,256219,3064,"3.high","3.good","3.good","2.low","3.high","3.high"
"E West","Kolenkitbuurt Zuid",2018,1105,0,0,2,43,693,224,188,143,260,229,284,189,1.98,97,184,173,32,509,76,34,331189,3890,"3.high","3.good","3.good","2.low","3.high","2.low"
"E West","Kolenkitbuurt Zuid",2019,1074,0,0,0,43,612,268,194,125,251,191,297,210,1.93,105,182,141,37,499,87,23,340925,4014,"3.high","4.very good","3.good","2.low","3.high","2.low"
"E West","Kolenkitbuurt Zuid",2020,1067,0,0,0,42,627,216,224,114,234,212,276,231,1.91,90,180,168,22,517,67,23,377194,4812,"3.high","3.good","3.good","2.low","3.high","2.low"
"E West","Kortenaerkwartier",2015,1035,0,0,2,2,349,290,396,18,176,582,135,124,2.16,76,132,156,59,496,89,27,231588,3028,"2.low","2.bad","3.good","2.low","3.high","2.low"
"E West","Kortenaerkwartier",2016,989,0,0,0,1,322,279,388,0,163,561,128,137,2.1,74,126,147,42,494,84,22,259299,3391,"3.high","2.bad","2.bad","2.low","3.high","2.low"
"E West","Kortenaerkwartier",2017,1043,0,0,2,2,350,314,379,21,178,580,138,126,2.11,81,133,152,58,503,92,24,306838,4014,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Kortenaerkwartier",2018,1099,0,1,6,2,380,334,385,54,187,600,153,105,2.17,92,142,173,71,488,102,31,376399,4797,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Kortenaerkwartier",2019,1049,0,0,2,1,349,314,386,19,169,579,148,134,2.13,81,138,168,52,482,105,23,412802,5224,"3.high","2.bad","3.good","3.high","3.high","3.high"
"E West","Kortenaerkwartier",2020,1053,0,0,2,1,307,324,422,19,159,581,143,151,2.09,76,130,174,54,499,98,22,418590,5694,"3.high","2.bad","3.good","3.high","3.high","2.low"
"E West","Laan van Spartaan",2015,669,0,0,0,80,508,120,41,64,122,40,266,177,2.02,47,79,76,34,359,60,14,204710,2510,"4.very high","4.very good","3.good","2.low","3.high","2.low"
"E West","Laan van Spartaan",2016,915,0,0,0,80,530,135,250,181,137,85,319,193,2,54,117,117,45,493,72,17,252166,3018,"4.very high","4.very good","3.good","2.low","3.high","2.low"
"E West","Laan van Spartaan",2017,849,0,0,0,80,530,130,189,64,123,103,344,215,2.08,54,121,126,44,418,68,18,308586,3746,"3.high","4.very good","3.good","2.low","3.high","2.low"
"E West","Laan van Spartaan",2018,996,0,1,6,81,563,178,255,230,152,112,338,164,2.04,72,126,135,63,494,90,16,355043,4327,"4.very high","4.very good","3.good","2.low","3.high","3.high"
"E West","Laan van Spartaan",2019,1217,0,0,0,80,493,164,560,403,145,104,346,219,1.83,65,131,153,48,729,82,9,335327,4339,"4.very high","4.very good","3.good","2.low","3.high","2.low"
"E West","Laan van Spartaan",2020,898,0,0,0,79,448,145,305,161,107,74,317,239,1.91,48,106,126,29,512,68,9,372597,5056,"4.very high","4.very good","3.good","2.low","3.high","2.low"
"E West","Landlust Noord",2015,1217,0,0,0,1,650,289,278,8,927,204,46,32,2.07,78,180,186,34,625,83,31,170986,2949,"2.low","3.good","3.good","2.low","2.low","2.low"
"E West","Landlust Noord",2016,1225,0,0,1,1,642,330,253,16,933,210,48,18,2.01,72,168,192,36,637,96,24,203604,3518,"3.high","3.good","3.good","2.low","3.high","3.high"
"E West","Landlust Noord",2017,1216,0,0,0,1,638,337,241,8,925,206,46,31,1.92,69,159,192,38,641,90,27,221721,3862,"3.high","3.good","3.good","2.low","3.high","3.high"
"E West","Landlust Noord",2018,1158,0,0,0,0,552,311,295,0,899,182,33,44,1.91,63,151,189,13,642,76,24,235498,4345,"3.high","3.good","3.good","2.low","3.high","2.low"
"E West","Landlust Noord",2019,1216,0,0,0,1,564,367,285,8,921,206,47,34,1.97,69,150,201,30,645,96,25,301271,5223,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Landlust Noord",2020,1267,0,0,3,1,608,366,293,34,923,220,58,32,1.98,74,172,221,37,640,98,25,351618,5745,"3.high","3.good","3.good","3.high","3.high","2.low"
"E West","Landlust Zuid",2015,2251,3,15,0,19,1119,559,573,20,1714,306,142,69,1.84,126,212,328,104,1275,168,38,179682,3295,"3.high","2.bad","2.bad","2.low","3.high","3.high"
"E West","Landlust Zuid",2016,2252,3,15,0,13,990,586,676,18,1706,310,148,70,1.79,134,201,334,111,1271,178,23,213229,3852,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Landlust Zuid",2017,2256,4,15,0,19,1055,587,614,19,1700,314,148,75,1.76,133,197,335,109,1288,166,28,242974,4394,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Landlust Zuid",2018,2304,3,16,3,13,998,617,689,47,1711,327,160,59,1.8,154,219,351,132,1251,176,21,301714,5064,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Landlust Zuid",2019,2264,3,15,0,1,757,633,874,18,1691,313,158,84,1.73,136,212,341,107,1277,169,22,320118,5484,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Landlust Zuid",2020,2310,3,15,3,13,969,628,713,45,1702,327,162,74,1.77,136,204,385,113,1268,181,23,368194,6127,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Lootsbuurt",2015,1229,0,6,0,4,694,264,271,148,818,135,97,31,1.57,60,59,169,42,806,78,15,207369,3959,"3.high","3.good","3.good","3.high","3.high","4.very high"
"E West","Lootsbuurt",2016,1213,0,6,0,4,661,278,274,141,816,132,92,32,1.56,61,61,158,49,788,73,23,232770,4534,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Lootsbuurt",2017,1228,0,6,0,4,670,299,259,149,815,136,96,32,1.56,59,58,171,48,789,75,28,267829,5059,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Lootsbuurt",2018,1216,0,6,0,4,630,288,298,138,805,131,93,49,1.53,51,51,177,38,811,76,12,298507,5592,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Lootsbuurt",2019,1227,0,6,0,4,605,303,319,148,811,139,94,35,1.55,60,66,174,45,787,78,17,340576,6298,"3.high","2.bad","3.good","3.high","3.high","3.high"
"E West","Lootsbuurt",2020,1305,0,7,5,4,669,334,302,192,822,161,114,16,1.58,73,73,195,61,793,85,25,404842,6926,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Marcanti",2015,541,0,0,0,12,302,127,112,31,168,135,105,102,1.69,39,51,56,11,344,34,6,211425,2739,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Marcanti",2016,594,0,0,0,12,328,154,112,63,179,154,117,81,1.73,47,59,65,18,359,41,5,268648,3433,"4.very high","3.good","3.good","3.high","3.high","3.high"
"E West","Marcanti",2017,580,0,0,0,12,310,155,115,41,170,156,118,95,1.74,45,61,69,20,335,43,7,305881,3967,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Marcanti",2018,598,0,0,0,12,299,165,134,62,169,153,118,96,1.69,43,55,73,18,366,37,6,335521,4498,"4.very high","3.good","3.good","3.high","3.high","3.high"
"E West","Marcanti",2019,631,0,0,0,12,299,181,151,92,172,156,122,89,1.66,46,54,75,19,395,34,8,371884,5075,"4.very high","4.very good","3.good","3.high","3.high","3.high"
"E West","Marcanti",2020,607,0,0,0,12,272,178,157,63,159,154,121,110,1.66,44,56,75,19,369,38,6,404196,5575,"4.very high","3.good","3.good","3.high","3.high","3.high"
"E West","Orteliusbuurt Midden",2015,1106,0,0,0,0,409,337,360,10,942,67,66,21,1.68,65,71,168,39,667,85,11,177925,3235,"3.high","3.good","3.good","3.high","4.very high","3.high"
"E West","Orteliusbuurt Midden",2016,1060,0,0,0,0,371,329,360,0,920,55,54,31,1.69,56,67,179,33,636,78,11,189597,3749,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Orteliusbuurt Midden",2017,1114,0,0,0,0,402,369,343,20,931,71,67,25,1.74,69,72,200,47,623,89,14,233665,4245,"3.high","3.good","3.good","3.high","4.very high","3.high"
"E West","Orteliusbuurt Midden",2018,1178,0,1,5,1,436,387,355,58,947,96,82,0,1.77,76,86,205,65,627,97,22,310254,5180,"3.high","3.good","3.good","3.high","4.very high","3.high"
"E West","Orteliusbuurt Midden",2019,1114,0,0,0,0,381,359,374,19,920,80,66,29,1.75,69,79,208,43,612,89,14,327617,5842,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Orteliusbuurt Midden",2020,1190,0,1,5,0,412,402,376,61,939,98,85,7,1.75,78,89,222,56,634,100,11,380270,6267,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Orteliusbuurt Noord",2015,774,0,0,0,1,407,233,134,6,645,93,21,9,1.78,58,57,101,25,452,68,13,171829,3111,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Orteliusbuurt Noord",2016,733,0,0,0,0,379,218,136,0,630,74,18,11,1.77,55,47,109,16,437,62,7,184957,3556,"3.high","2.bad","3.good","3.high","3.high","2.low"
"E West","Orteliusbuurt Noord",2017,775,0,0,0,1,393,245,137,6,640,97,21,11,1.78,60,53,113,27,440,72,10,231172,4184,"3.high","3.good","3.good","3.high","3.high","2.low"
"E West","Orteliusbuurt Noord",2018,761,0,0,0,0,368,239,154,0,627,82,25,27,1.76,55,55,118,24,439,63,7,262450,4693,"3.high","3.good","3.good","3.high","3.high","2.low"
"E West","Orteliusbuurt Noord",2019,775,0,0,0,0,388,243,144,6,629,74,41,25,1.81,64,55,127,24,424,66,15,307473,5346,"2.low","3.good","3.good","3.high","3.high","2.low"
"E West","Orteliusbuurt Noord",2020,810,0,0,2,0,374,269,167,22,632,98,36,22,1.77,65,57,130,24,454,73,7,350137,5900,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Orteliusbuurt Zuid",2015,991,0,0,2,39,219,301,471,12,783,116,45,35,1.87,58,64,154,34,600,61,20,177809,3103,"3.high","2.bad","2.bad","3.high","3.high","3.high"
"E West","Orteliusbuurt Zuid",2016,981,0,0,0,39,207,291,483,0,787,108,35,51,1.78,52,52,157,21,626,52,21,185862,3581,"3.high","2.bad","3.good","3.high","3.high","3.high"
"E West","Orteliusbuurt Zuid",2017,1056,0,0,2,39,245,333,478,32,810,129,49,36,1.8,59,61,168,36,636,72,24,234631,4200,"3.high","2.bad","3.good","3.high","4.very high","3.high"
"E West","Orteliusbuurt Zuid",2018,1071,0,0,5,39,247,338,486,47,805,139,55,25,1.83,62,73,177,42,624,73,20,293068,4921,"3.high","2.bad","3.good","3.high","3.high","3.high"
"E West","Orteliusbuurt Zuid",2019,1056,0,0,2,39,238,319,499,32,803,136,47,38,1.76,65,68,175,37,627,66,18,318083,5532,"3.high","2.bad","3.good","3.high","3.high","3.high"
"E West","Orteliusbuurt Zuid",2020,1014,0,0,0,38,166,323,525,5,774,116,43,76,1.73,55,55,176,22,639,55,12,330108,5783,"3.high","2.bad","3.good","3.high","3.high","3.high"
"E West","Paramariboplein e.o.",2015,1955,0,0,1,1,352,654,949,6,1052,548,190,159,1.93,111,159,401,118,997,116,53,224142,3410,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Paramariboplein e.o.",2016,2013,0,1,5,2,388,737,888,42,1072,564,207,128,2.03,149,168,391,149,951,149,56,303414,4299,"3.high","3.good","3.good","3.high","4.very high","3.high"
"E West","Paramariboplein e.o.",2017,1963,0,0,1,1,321,730,912,6,1049,547,195,166,1.98,119,138,392,119,1002,130,63,302304,4572,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Paramariboplein e.o.",2018,1969,0,0,1,0,317,727,925,7,1046,545,198,173,1.95,119,159,398,119,994,119,61,346201,5200,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Paramariboplein e.o.",2019,1967,0,0,1,0,312,775,880,5,1047,537,203,175,1.98,147,161,381,140,949,139,50,406466,5984,"3.high","2.bad","3.good","3.high","3.high","3.high"
"E West","Paramariboplein e.o.",2020,2038,0,1,6,1,339,765,934,48,1057,569,214,150,1.98,133,171,438,152,952,133,59,443278,6471,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Pieter van der Doesbuurt",2015,988,0,0,0,1,430,176,382,14,668,183,70,53,1.89,72,85,135,51,540,86,19,203582,3188,"3.high","2.bad","2.bad","3.high","4.very high","2.low"
"E West","Pieter van der Doesbuurt",2016,1047,0,1,4,1,481,213,353,48,685,201,92,21,1.98,86,106,154,67,519,96,19,268459,3930,"3.high","3.good","3.good","3.high","4.very high","3.high"
"E West","Pieter van der Doesbuurt",2017,1003,0,0,0,1,422,196,385,14,664,192,77,56,1.96,83,97,162,49,503,88,21,267899,4180,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Pieter van der Doesbuurt",2018,990,0,0,0,0,399,198,393,6,654,177,80,73,1.89,71,92,153,41,531,82,20,305367,4791,"3.high","2.bad","3.good","3.high","3.high","3.high"
"E West","Pieter van der Doesbuurt",2019,1005,0,0,0,0,419,220,366,14,658,171,97,65,1.9,72,98,156,45,537,80,17,361131,5522,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Pieter van der Doesbuurt",2020,1088,0,1,6,1,447,248,393,66,675,212,102,33,1.95,90,100,180,70,529,100,19,416521,6157,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Postjeskade e.o.",2015,1654,0,1,0,0,335,445,874,2,1141,386,45,80,1.82,129,125,293,81,887,114,25,213851,3423,"3.high","2.bad","3.good","3.high","3.high","3.high"
"E West","Postjeskade e.o.",2016,1657,0,1,0,0,338,450,869,5,1108,417,48,79,1.84,131,131,312,82,853,115,33,260569,4118,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Postjeskade e.o.",2017,1657,0,1,0,0,315,468,874,2,1139,382,47,87,1.84,128,123,304,82,866,119,35,287700,4611,"3.high","3.good","3.good","3.high","3.high","4.very high"
"E West","Postjeskade e.o.",2018,1723,0,2,5,1,357,486,880,42,1118,439,63,61,1.87,144,144,335,112,830,128,30,355824,5377,"3.high","3.good","3.good","3.high","3.high","4.very high"
"E West","Postjeskade e.o.",2019,1661,0,1,0,0,311,450,900,2,1026,479,52,102,1.81,112,123,380,93,805,125,23,376335,5891,"3.high","2.bad","3.good","4.very high","3.high","3.high"
"E West","Postjeskade e.o.",2020,1720,0,2,4,0,320,494,906,35,1105,435,62,83,1.83,131,131,360,98,835,131,34,418405,6413,"3.high","3.good","3.good","3.high","3.high","3.high"
"E West","Robert Scottbuurt Oost",2015,914,0,0,0,0,274,252,388,15,679,92,99,29,1.96,59,96,170,45,458,63,23,176290,2986,"2.low","2.bad","2.bad","2.low","3.high","2.low"
"E West","Robert Scottbuurt Oost",2016,860,0,0,0,0,218,249,393,0,665,75,84,36,1.89,46,83,166,28,462,55,20,189575,3449,"2.low","2.bad","2.bad","2.low","3.high","2.low"
"E West","Robert Scottbuurt Oost",2017,920,0,0,0,0,268,286,366,16,679,96,98,31,1.91,53,92,174,36,480,65,20,241240,4075,"2.low","2.bad","3.good","3.high","4.very high","4.very high"
