"district","neighborhood","year","pub_setup","pub_houses","pub_green","pub_clean_street","pub_clean_green","pub_clean_play","pub_main_street","pub_main_green","pub_main_play","pub_pollution","pub_area_land","pub_area_water","pub_area_green","pub_area_sports","pub_safe_day","pub_safe_night","pub_inc_criminal","pub_inc_neighbors","pub_inc_others","pub_inc_catering"
"A Centrum","Amstelveldbuurt",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,3,0,0,"2.high","2.high","1.low","1.low","1.low","2.high"
"A Centrum","Amstelveldbuurt",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Amstelveldbuurt",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,4,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Amstelveldbuurt",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,4,0,0,"2.high","2.high","1.low","1.low","2.high","2.high"
"A Centrum","Amstelveldbuurt",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,4,0,0,"2.high","2.high","1.low","1.low","2.high","2.high"
"A Centrum","Amstelveldbuurt",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","3.high",11,4,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Anjeliersbuurt Noord",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",9,0,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Anjeliersbuurt Noord",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",9,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Anjeliersbuurt Noord",2017,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,0,0,0,"2.high","2.high","1.low","2.high","1.low","2.high"
"A Centrum","Anjeliersbuurt Noord",2018,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,0,0,0,"2.high","2.high","1.low","2.high","1.low","2.high"
"A Centrum","Anjeliersbuurt Noord",2019,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,0,0,0,"2.high","2.high","1.low","2.high","1.low","2.high"
"A Centrum","Anjeliersbuurt Noord",2020,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,0,0,0,"2.high","2.high","1.low","2.high","1.low","2.high"
"A Centrum","Anjeliersbuurt Zuid",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Anjeliersbuurt Zuid",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Anjeliersbuurt Zuid",2017,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,1,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Anjeliersbuurt Zuid",2018,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,1,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Anjeliersbuurt Zuid",2019,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,1,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Anjeliersbuurt Zuid",2020,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,1,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Bloemgrachtbuurt",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Bloemgrachtbuurt",2016,"3.beautiful","3.beautiful","2.ok","2.high","1.low","2.high","2.high","2.high","2.high","2.low",11,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Bloemgrachtbuurt",2017,"3.beautiful","3.beautiful","2.ok","2.high","1.low","2.high","2.high","2.high","2.high","2.low",11,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Bloemgrachtbuurt",2018,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,1,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Bloemgrachtbuurt",2019,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,1,0,0,"2.high","2.high","1.low","1.low","1.low","2.high"
"A Centrum","Bloemgrachtbuurt",2020,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",11,1,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Burgwallen Oost",2015,"2.ok","3.beautiful","1.ugly","2.high","1.low","1.low","2.high","1.low","1.low","3.high",6,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Burgwallen Oost",2016,"2.ok","3.beautiful","1.ugly","1.low","1.low","1.low","1.low","1.low","1.low","4.very high",6,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Burgwallen Oost",2017,"2.ok","3.beautiful","1.ugly","2.high","1.low","1.low","2.high","1.low","1.low","4.very high",6,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Burgwallen Oost",2018,"2.ok","3.beautiful","1.ugly","1.low","1.low","1.low","1.low","1.low","1.low","4.very high",6,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Burgwallen Oost",2019,"2.ok","3.beautiful","1.ugly","1.low","1.low","1.low","2.high","1.low","1.low","4.very high",6,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Burgwallen Oost",2020,"2.ok","3.beautiful","1.ugly","1.low","1.low","1.low","1.low","1.low","1.low","4.very high",6,1,0,0,"2.high","1.low","2.high","2.high","2.high","2.high"
"A Centrum","Czaar Peterbuurt",2015,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,0,0,0,"2.high","2.high","2.high","2.high","1.low","1.low"
"A Centrum","Czaar Peterbuurt",2016,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,0,0,0,"2.high","2.high","2.high","2.high","1.low","1.low"
"A Centrum","Czaar Peterbuurt",2017,"3.beautiful","2.ok","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","2.low",10,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Czaar Peterbuurt",2018,"2.ok","2.ok","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","3.high",10,0,0,0,"2.high","2.high","2.high","2.high","1.low","1.low"
"A Centrum","Czaar Peterbuurt",2019,"2.ok","2.ok","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","2.low",10,0,0,0,"2.high","2.high","2.high","2.high","1.low","1.low"
"A Centrum","Czaar Peterbuurt",2020,"2.ok","2.ok","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","3.high",10,0,0,0,"2.high","2.high","2.high","2.high","2.high","1.low"
"A Centrum","de Plantage",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",34,4,19,1,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","de Plantage",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",34,4,18,1,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","de Plantage",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",34,4,18,1,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","de Plantage",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",34,4,19,1,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","de Plantage",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",34,4,18,1,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","de Plantage",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",34,4,18,1,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Den Texbuurt",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,2,3,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Den Texbuurt",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,2,3,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Den Texbuurt",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","3.high",9,2,3,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Den Texbuurt",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","3.high",9,2,3,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Den Texbuurt",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","3.high",9,2,3,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Den Texbuurt",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","3.high",9,2,3,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Driehoekbuurt",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Driehoekbuurt",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Driehoekbuurt",2017,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Driehoekbuurt",2018,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Driehoekbuurt",2019,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Driehoekbuurt",2020,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,1,0,0,"2.high","2.high","1.low","2.high","2.high","1.low"
"A Centrum","Elandsgrachtbuurt",2015,"2.ok","3.beautiful","2.ok","2.high","1.low","2.high","2.high","2.high","2.high","2.low",19,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Elandsgrachtbuurt",2016,"3.beautiful","3.beautiful","2.ok","2.high","1.low","1.low","2.high","2.high","1.low","2.low",19,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Elandsgrachtbuurt",2017,"3.beautiful","3.beautiful","2.ok","2.high","1.low","1.low","2.high","2.high","2.high","2.low",19,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Elandsgrachtbuurt",2018,"3.beautiful","3.beautiful","2.ok","2.high","1.low","1.low","2.high","2.high","2.high","2.low",19,2,0,0,"2.high","2.high","1.low","2.high","2.high","1.low"
"A Centrum","Elandsgrachtbuurt",2019,"3.beautiful","3.beautiful","2.ok","2.high","1.low","2.high","2.high","2.high","2.high","2.low",19,2,0,0,"2.high","2.high","1.low","2.high","2.high","1.low"
"A Centrum","Elandsgrachtbuurt",2020,"3.beautiful","3.beautiful","2.ok","2.high","1.low","2.high","2.high","2.high","2.high","3.high",19,2,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Felix Meritisbuurt",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","1.low","2.high","2.high","1.low","2.low",16,4,0,0,"2.high","2.high","1.low","1.low","2.high","2.high"
"A Centrum","Felix Meritisbuurt",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,4,0,0,"2.high","2.high","1.low","1.low","2.high","1.low"
"A Centrum","Felix Meritisbuurt",2017,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,4,0,0,"2.high","2.high","1.low","1.low","2.high","2.high"
"A Centrum","Felix Meritisbuurt",2018,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",16,4,0,0,"2.high","2.high","1.low","1.low","2.high","2.high"
"A Centrum","Felix Meritisbuurt",2019,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",16,4,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Felix Meritisbuurt",2020,"3.beautiful","3.beautiful","2.ok","2.high","1.low","1.low","2.high","2.high","1.low","3.high",16,4,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Frederikspleinbuurt",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",14,2,2,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Frederikspleinbuurt",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",14,2,2,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Frederikspleinbuurt",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",13,2,2,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Frederikspleinbuurt",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",13,2,2,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Frederikspleinbuurt",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",13,2,2,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Frederikspleinbuurt",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",13,2,2,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Haarlemmerbuurt Oost",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,1,0,0,"2.high","2.high","2.high","2.high","2.high","1.low"
"A Centrum","Haarlemmerbuurt Oost",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,1,0,0,"2.high","2.high","2.high","1.low","2.high","2.high"
"A Centrum","Haarlemmerbuurt Oost",2017,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,1,0,0,"2.high","2.high","2.high","1.low","2.high","2.high"
"A Centrum","Haarlemmerbuurt Oost",2018,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Haarlemmerbuurt Oost",2019,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",9,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Haarlemmerbuurt Oost",2020,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",9,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Haarlemmerbuurt West",2015,"3.beautiful","3.beautiful","2.ok","2.high","1.low","2.high","2.high","2.high","2.high","2.low",11,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Haarlemmerbuurt West",2016,"3.beautiful","3.beautiful","2.ok","2.high","1.low","2.high","2.high","2.high","2.high","2.low",11,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Haarlemmerbuurt West",2017,"3.beautiful","3.beautiful","2.ok","2.high","1.low","2.high","2.high","2.high","2.high","3.high",11,1,0,0,"2.high","2.high","2.high","2.high","2.high","1.low"
"A Centrum","Haarlemmerbuurt West",2018,"3.beautiful","3.beautiful","2.ok","2.high","1.low","2.high","2.high","2.high","2.high","2.low",11,1,0,0,"2.high","2.high","1.low","2.high","2.high","1.low"
"A Centrum","Haarlemmerbuurt West",2019,"3.beautiful","3.beautiful","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",11,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Haarlemmerbuurt West",2020,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",11,1,0,0,"2.high","2.high","1.low","1.low","2.high","2.high"
"A Centrum","Het Funen",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",7,2,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Het Funen",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",7,2,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Het Funen",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",7,2,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Het Funen",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",7,2,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Het Funen",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",7,2,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Het Funen",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",7,2,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Kadijken",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",17,5,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Kadijken",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",17,5,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Kadijken",2017,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",17,5,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Kadijken",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",17,5,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Kadijken",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","1.very low",17,5,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Kadijken",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",17,5,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Kattenburg",2015,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Kattenburg",2016,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Kattenburg",2017,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Kattenburg",2018,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Kattenburg",2019,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","3.high",9,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Kattenburg",2020,"3.beautiful","2.ok","3.beautiful","1.low","2.high","2.high","2.high","2.high","2.high","3.high",9,3,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"A Centrum","Kazernebuurt",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",5,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Kazernebuurt",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",5,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Kazernebuurt",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",5,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Kazernebuurt",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",5,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Kazernebuurt",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","3.high",5,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Kazernebuurt",2020,"3.beautiful","3.beautiful","3.beautiful","1.low","2.high","2.high","2.high","2.high","2.high","3.high",5,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Kop Zeedijk",2015,"2.ok","3.beautiful","1.ugly","2.high","1.low","1.low","2.high","1.low","1.low","4.very high",6,2,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Kop Zeedijk",2016,"2.ok","3.beautiful","1.ugly","2.high","1.low","1.low","2.high","1.low","1.low","4.very high",6,2,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Kop Zeedijk",2017,"2.ok","3.beautiful","1.ugly","2.high","1.low","1.low","2.high","1.low","1.low","4.very high",6,2,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Kop Zeedijk",2018,"2.ok","2.ok","1.ugly","1.low","1.low","1.low","2.high","1.low","1.low","4.very high",6,2,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Kop Zeedijk",2019,"2.ok","3.beautiful","1.ugly","1.low","1.low","1.low","2.high","1.low","1.low","4.very high",6,2,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Kop Zeedijk",2020,"2.ok","3.beautiful","1.ugly","1.low","1.low","1.low","2.high","1.low","1.low","4.very high",6,2,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Langestraat e.o.",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Langestraat e.o.",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Langestraat e.o.",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Langestraat e.o.",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,3,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"A Centrum","Langestraat e.o.",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,3,0,0,"2.high","2.high","1.low","1.low","2.high","1.low"
"A Centrum","Langestraat e.o.",2020,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",9,3,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Lastage",2015,"2.ok","3.beautiful","2.ok","1.low","1.low","2.high","2.high","1.low","2.high","3.high",5,2,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Lastage",2016,"3.beautiful","3.beautiful","2.ok","1.low","1.low","2.high","2.high","1.low","2.high","3.high",5,2,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Lastage",2017,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",5,3,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Lastage",2018,"3.beautiful","3.beautiful","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",5,3,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Lastage",2019,"3.beautiful","3.beautiful","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",5,3,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Lastage",2020,"3.beautiful","3.beautiful","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",5,3,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Leidsebuurt Noordoost",2015,"2.ok","2.ok","2.ok","2.high","1.low","1.low","2.high","2.high","1.low","3.high",5,1,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Leidsebuurt Noordoost",2016,"2.ok","2.ok","2.ok","2.high","1.low","1.low","2.high","1.low","1.low","3.high",5,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Leidsebuurt Noordoost",2017,"2.ok","2.ok","2.ok","2.high","1.low","1.low","2.high","1.low","1.low","3.high",5,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Leidsebuurt Noordoost",2018,"2.ok","2.ok","2.ok","2.high","1.low","1.low","2.high","1.low","1.low","3.high",5,1,0,0,"2.high","2.high","2.high","2.high","2.high","2.high"
"A Centrum","Leidsebuurt Noordoost",2019,"2.ok","2.ok","2.ok","2.high","1.low","1.low","2.high","2.high","1.low","3.high",5,1,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
"A Centrum","Leidsebuurt Noordoost",2020,"2.ok","2.ok","2.ok","1.low","1.low","1.low","2.high","1.low","1.low","4.very high",5,1,0,0,"2.high","1.low","2.high","2.high","2.high","2.high"
"A Centrum","Leliegracht e.o.",2015,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",14,4,0,0,"2.high","2.high","1.low","1.low","2.high","2.high"
"A Centrum","Leliegracht e.o.",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",14,4,0,0,"2.high","2.high","1.low","2.high","2.high","2.high"
