"district","neighborhood","year","pub_setup","pub_houses","pub_green","pub_clean_street","pub_clean_green","pub_clean_play","pub_main_street","pub_main_green","pub_main_play","pub_pollution","pub_area_land","pub_area_water","pub_area_green","pub_area_sports","pub_safe_day","pub_safe_night","pub_inc_criminal","pub_inc_neighbors","pub_inc_others","pub_inc_catering"
"E West","Orteliusbuurt Zuid",2017,"2.ok","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Orteliusbuurt Zuid",2018,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Orteliusbuurt Zuid",2019,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Orteliusbuurt Zuid",2020,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Paramariboplein e.o.",2015,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",15,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Paramariboplein e.o.",2016,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Paramariboplein e.o.",2017,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Paramariboplein e.o.",2018,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Paramariboplein e.o.",2019,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",15,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Paramariboplein e.o.",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Pieter van der Doesbuurt",2015,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",7,0,0,0,"2.high","2.high","2.high","2.high","1.low","1.low"
"E West","Pieter van der Doesbuurt",2016,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",7,0,0,0,"2.high","2.high","2.high","2.high","1.low","1.low"
"E West","Pieter van der Doesbuurt",2017,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",7,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Pieter van der Doesbuurt",2018,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",7,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Pieter van der Doesbuurt",2019,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","3.high",7,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Pieter van der Doesbuurt",2020,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","3.high",7,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Postjeskade e.o.",2015,"2.ok","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Postjeskade e.o.",2016,"2.ok","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Postjeskade e.o.",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Postjeskade e.o.",2018,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Postjeskade e.o.",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,2,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Postjeskade e.o.",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Robert Scottbuurt Oost",2015,"2.ok","2.ok","2.ok","1.low","1.low","1.low","2.high","2.high","2.high","3.high",7,0,0,0,"1.low","2.high","1.low","2.high","1.low","1.low"
"E West","Robert Scottbuurt Oost",2016,"2.ok","2.ok","2.ok","1.low","1.low","1.low","2.high","2.high","2.high","3.high",7,0,0,0,"1.low","2.high","1.low","2.high","1.low","1.low"
"E West","Robert Scottbuurt Oost",2017,"2.ok","2.ok","3.beautiful","1.low","2.high","2.high","2.high","2.high","2.high","3.high",7,0,0,0,"1.low","2.high","1.low","2.high","1.low","1.low"
"E West","Robert Scottbuurt Oost",2018,"2.ok","2.ok","3.beautiful","1.low","2.high","2.high","2.high","2.high","2.high","3.high",7,0,0,0,"1.low","1.low","1.low","2.high","1.low","1.low"
"E West","Robert Scottbuurt Oost",2019,"2.ok","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","3.high",7,0,0,0,"1.low","2.high","1.low","2.high","1.low","1.low"
"E West","Robert Scottbuurt Oost",2020,"2.ok","2.ok","3.beautiful","1.low","2.high","2.high","2.high","2.high","2.high","3.high",7,0,0,0,"1.low","1.low","1.low","2.high","1.low","1.low"
"E West","Robert Scottbuurt West",2015,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",14,1,1,0,"2.high","2.high","2.high","1.low","1.low","1.low"
"E West","Robert Scottbuurt West",2016,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",14,1,1,0,"2.high","1.low","2.high","2.high","1.low","1.low"
"E West","Robert Scottbuurt West",2017,"2.ok","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",14,1,1,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Robert Scottbuurt West",2018,"2.ok","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",14,1,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"E West","Robert Scottbuurt West",2019,"2.ok","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",14,1,1,0,"2.high","2.high","2.high","2.high","1.low","1.low"
"E West","Robert Scottbuurt West",2020,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",14,1,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"E West","Spaarndammerbuurt Midden",2015,"2.ok","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,0,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"E West","Spaarndammerbuurt Midden",2016,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Midden",2017,"2.ok","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Midden",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Midden",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Midden",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Noordoost",2015,"2.ok","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","2.low",10,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Noordoost",2016,"2.ok","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",10,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Noordoost",2017,"2.ok","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",10,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Noordoost",2018,"2.ok","2.ok","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","2.low",10,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Noordoost",2019,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Noordoost",2020,"2.ok","2.ok","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","3.high",10,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Noordwest",2015,"2.ok","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","2.low",12,0,2,2,"2.high","1.low","2.high","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Noordwest",2016,"3.beautiful","3.beautiful","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,0,2,2,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Noordwest",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,0,2,2,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Noordwest",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,0,2,2,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Noordwest",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,0,2,2,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Noordwest",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,0,2,2,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Zuidwest",2015,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Zuidwest",2016,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Zuidwest",2017,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Zuidwest",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Zuidwest",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Spaarndammerbuurt Zuidwest",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Staatsliedenbuurt Noordoost",2015,"2.ok","2.ok","3.beautiful","1.low","1.low","2.high","1.low","2.high","2.high","2.low",6,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Staatsliedenbuurt Noordoost",2016,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"E West","Staatsliedenbuurt Noordoost",2017,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Staatsliedenbuurt Noordoost",2018,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Staatsliedenbuurt Noordoost",2019,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Staatsliedenbuurt Noordoost",2020,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",6,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Trompbuurt",2015,"2.ok","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","2.low",12,0,0,0,"2.high","2.high","2.high","2.high","1.low","1.low"
"E West","Trompbuurt",2016,"2.ok","2.ok","2.ok","1.low","1.low","2.high","2.high","2.high","2.high","3.high",12,0,0,0,"2.high","2.high","2.high","2.high","1.low","1.low"
"E West","Trompbuurt",2017,"3.beautiful","2.ok","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","3.high",12,0,0,0,"2.high","2.high","2.high","2.high","1.low","1.low"
"E West","Trompbuurt",2018,"2.ok","2.ok","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","3.high",12,0,0,0,"2.high","2.high","2.high","2.high","1.low","1.low"
"E West","Trompbuurt",2019,"3.beautiful","2.ok","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","3.high",12,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Trompbuurt",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",12,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Van Brakelkwartier",2015,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",4,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Van Brakelkwartier",2016,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",4,1,0,0,"2.high","2.high","2.high","2.high","1.low","1.low"
"E West","Van Brakelkwartier",2017,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","3.high",4,1,0,0,"2.high","2.high","2.high","2.high","2.high","1.low"
"E West","Van Brakelkwartier",2018,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","3.high",4,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Van Brakelkwartier",2019,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","3.high",4,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Van Brakelkwartier",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","3.high",4,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Vondelparkbuurt Oost",2015,"3.beautiful","3.beautiful","3.beautiful","1.low","2.high","1.low","2.high","2.high","1.low","3.high",13,0,1,0,"2.high","2.high","2.high","2.high","1.low","1.low"
"E West","Vondelparkbuurt Oost",2016,"3.beautiful","3.beautiful","3.beautiful","1.low","2.high","1.low","2.high","2.high","1.low","3.high",13,0,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"E West","Vondelparkbuurt Oost",2017,"3.beautiful","3.beautiful","3.beautiful","1.low","2.high","1.low","2.high","2.high","2.high","3.high",13,0,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"E West","Vondelparkbuurt Oost",2018,"3.beautiful","3.beautiful","3.beautiful","1.low","2.high","1.low","2.high","2.high","2.high","3.high",13,0,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"E West","Vondelparkbuurt Oost",2019,"3.beautiful","3.beautiful","3.beautiful","1.low","2.high","1.low","2.high","2.high","2.high","3.high",13,0,1,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"E West","Vondelparkbuurt Oost",2020,"3.beautiful","3.beautiful","3.beautiful","1.low","2.high","1.low","2.high","2.high","2.high","3.high",13,0,1,0,"2.high","2.high","1.low","1.low","2.high","2.high"
"E West","Vondelparkbuurt West",2015,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Vondelparkbuurt West",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Vondelparkbuurt West",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Vondelparkbuurt West",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Vondelparkbuurt West",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Vondelparkbuurt West",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Westerstaatsman",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Westerstaatsman",2016,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Westerstaatsman",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Westerstaatsman",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Westerstaatsman",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Westerstaatsman",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",10,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","WG-terrein",2015,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"E West","WG-terrein",2016,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"E West","WG-terrein",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","WG-terrein",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"E West","WG-terrein",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","WG-terrein",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",16,0,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Zeeheldenbuurt",2015,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"E West","Zeeheldenbuurt",2016,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Zeeheldenbuurt",2017,"3.beautiful","2.ok","2.ok","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Zeeheldenbuurt",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,1,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"E West","Zeeheldenbuurt",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"E West","Zeeheldenbuurt",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",9,1,0,0,"2.high","2.high","1.low","2.high","1.low","1.low"
"F Nieuw-West","Andreasterrein",2015,"2.ok","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","3.high",14,4,3,0,"2.high","2.high","2.high","1.low","1.low","1.low"
"F Nieuw-West","Andreasterrein",2016,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",14,4,3,0,"2.high","2.high","2.high","1.low","1.low","1.low"
"F Nieuw-West","Andreasterrein",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",14,4,3,0,"2.high","2.high","2.high","1.low","1.low","1.low"
"F Nieuw-West","Andreasterrein",2018,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",14,4,3,0,"2.high","2.high","2.high","1.low","1.low","1.low"
"F Nieuw-West","Andreasterrein",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",14,4,3,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"F Nieuw-West","Andreasterrein",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",14,5,3,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2015,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2016,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2017,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","2.high","1.low","1.low","1.low"
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2018,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2019,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"F Nieuw-West","BelgiÃ¯Â¿Â½plein e.o.",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",8,0,0,0,"2.high","2.high","1.low","1.low","1.low","1.low"
"F Nieuw-West","Buurt 10",2015,"2.ok","2.ok","3.beautiful","1.low","2.high","2.high","2.high","2.high","2.high","2.low",30,2,9,1,"1.low","1.low","2.high","1.low","1.low","1.low"
"F Nieuw-West","Buurt 10",2016,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",30,3,9,1,"1.low","1.low","2.high","1.low","1.low","1.low"
"F Nieuw-West","Buurt 10",2017,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",29,3,9,1,"1.low","1.low","2.high","1.low","1.low","1.low"
"F Nieuw-West","Buurt 10",2018,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",29,3,9,1,"1.low","1.low","2.high","1.low","1.low","1.low"
"F Nieuw-West","Buurt 10",2019,"3.beautiful","2.ok","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",29,3,9,1,"1.low","1.low","2.high","1.low","1.low","1.low"
"F Nieuw-West","Buurt 10",2020,"3.beautiful","3.beautiful","3.beautiful","2.high","2.high","2.high","2.high","2.high","2.high","2.low",30,3,9,1,"1.low","1.low","2.high","1.low","1.low","1.low"
"F Nieuw-West","Buurt 2",2015,"2.ok","1.ugly","2.ok","1.low","1.low","1.low","1.low","1.low","1.low","3.high",28,3,8,0,"1.low","1.low","2.high","2.high","1.low","1.low"
"F Nieuw-West","Buurt 2",2016,"2.ok","1.ugly","2.ok","1.low","1.low","1.low","1.low","2.high","1.low","3.high",28,3,8,0,"1.low","1.low","2.high","2.high","1.low","1.low"
"F Nieuw-West","Buurt 2",2017,"2.ok","1.ugly","2.ok","1.low","2.high","1.low","1.low","2.high","1.low","3.high",28,3,8,0,"1.low","1.low","2.high","2.high","1.low","1.low"
"F Nieuw-West","Buurt 2",2018,"2.ok","1.ugly","2.ok","1.low","1.low","2.high","1.low","2.high","1.low","3.high",28,3,8,0,"1.low","1.low","2.high","2.high","1.low","1.low"
"F Nieuw-West","Buurt 2",2019,"2.ok","1.ugly","2.ok","1.low","2.high","2.high","1.low","2.high","1.low","3.high",28,3,8,0,"1.low","1.low","2.high","2.high","1.low","1.low"
"F Nieuw-West","Buurt 2",2020,"2.ok","1.ugly","2.ok","1.low","1.low","1.low","1.low","2.high","1.low","3.high",28,3,8,0,"1.low","1.low","2.high","2.high","2.high","1.low"
"F Nieuw-West","Buurt 3",2015,"2.ok","1.ugly","2.ok","1.low","1.low","1.low","1.low","1.low","1.low","2.low",67,3,6,0,"1.low","1.low","2.high","2.high","1.low","1.low"
"F Nieuw-West","Buurt 3",2016,"2.ok","2.ok","2.ok","1.low","1.low","2.high","1.low","2.high","2.high","2.low",67,3,6,0,"1.low","1.low","2.high","2.high","1.low","1.low"
"F Nieuw-West","Buurt 3",2017,"2.ok","2.ok","2.ok","2.high","1.low","2.high","2.high","2.high","2.high","2.low",67,3,6,0,"1.low","1.low","2.high","2.high","1.low","1.low"
"F Nieuw-West","Buurt 3",2018,"2.ok","2.ok","2.ok","1.low","1.low","2.high","1.low","2.high","1.low","3.high",67,3,6,0,"1.low","1.low","2.high","2.high","1.low","1.low"
"F Nieuw-West","Buurt 3",2019,"2.ok","2.ok","2.ok","1.low","2.high","2.high","2.high","2.high","2.high","2.low",67,3,6,0,"1.low","1.low","2.high","2.high","1.low","1.low"
